time,concNhno3
2014-10-15,0.018570955842733383
2014-11-15,0.008271374739706516
2014-12-15,0.004116305150091648
2015-01-15,0.006666023284196854
2015-02-15,0.0067846826277673244
2015-03-15,0.008389484137296677
2015-04-15,0.0064433603547513485
2015-05-15,0.012715980410575867
2015-06-15,0.022764600813388824
2015-07-15,0.029920032247900963
2015-08-15,0.0529143363237381
2015-09-15,0.020614733919501305
2015-10-15,0.011337881907820702
2015-11-15,0.0027690196875482798
2015-12-15,0.00748036801815033
2016-01-15,0.006956242024898529
2016-02-15,0.007508228532969952
2016-03-15,0.02154829166829586
2016-04-15,0.01426589023321867
2016-05-15,0.02330949157476425
2016-06-15,0.0274592787027359
2016-07-15,0.040077898651361465
2016-08-15,0.019375469535589218
2016-09-15,0.015454955399036407
2016-10-15,0.01890506222844124
