,0
2000-10-15,1083.7071428571423
2001-10-15,702.192857142857
2002-10-15,901.8928571428569
2003-10-15,798.5238095238092
2004-10-15,
2005-10-15,
2006-10-15,
2007-10-15,
2008-10-15,
2009-10-15,
2010-10-15,834.580694444444
