time,concno2
2000-01-15,20.204033509184768
2000-02-15,9.883950378214655
2000-03-15,16.536151752892998
2000-04-15,13.173067990145606
2000-05-15,12.95379541322316
2000-06-15,10.164317786567882
2000-07-15,10.91452015648271
2000-08-15,10.997948952613731
2000-09-15,7.394963437140796
2000-10-15,9.078612402736061
2000-11-15,9.935467701816771
2000-12-15,13.604027104024292
2001-01-15,18.704995678263444
2001-02-15,16.208429031641295
2001-03-15,14.731502516537594
2001-04-15,9.61751131484901
2001-05-15,8.518457575822481
2001-06-15,8.647032339750861
2001-07-15,6.422124674981611
2001-08-15,8.672510594113037
2001-09-15,10.143148623569976
2001-10-15,9.65827911079411
2001-11-15,18.138432790200405
2001-12-15,20.50850309435247
2002-01-15,12.971899385625283
2002-02-15,6.793839180958316
2002-03-15,13.509297623222393
2002-04-15,10.532051679180398
2002-05-15,8.840621522105192
2002-06-15,8.575655694226253
2002-07-15,8.040752223832891
2002-08-15,8.069418962909557
2002-09-15,10.223522193784996
2002-10-15,17.519388893133296
2002-11-15,10.076124179198336
2002-12-15,15.535953020478537
2003-01-15,12.761229354015247
2003-02-15,19.067881191617015
2003-03-15,15.543297764598877
2003-04-15,13.047221079394408
2003-05-15,7.741391921123382
2003-06-15,8.669956937792607
2003-07-15,11.173722724273505
2003-08-15,10.942202811742627
2003-09-15,10.968738482546085
2003-10-15,15.446883218532463
2003-11-15,12.217415882553402
2003-12-15,13.13602407973494
2004-01-15,9.337447898496857
2004-02-15,12.751055035200112
2004-03-15,12.943030547310679
2004-04-15,12.943215695861266
2004-05-15,11.088644406194819
2004-06-15,8.118585397540672
2004-07-15,7.138728389023592
2004-08-15,6.269781073543006
2004-09-15,6.520178683419376
2004-10-15,6.2285422468578995
2004-11-15,13.279828855902421
2004-12-15,16.244993237335066
2005-01-15,7.746948500305195
2005-02-15,11.867376762063113
2005-03-15,9.813809435485473
2005-04-15,12.01337548267532
2005-05-15,6.231996235959827
2005-06-15,7.977968621927507
2005-07-15,7.203236224151076
2005-08-15,8.384317305247738
2005-09-15,7.682787460225586
2005-10-15,10.223104483805164
2005-11-15,17.505930623136848
2005-12-15,15.754527081614746
2006-01-15,14.026900113705898
2006-02-15,17.49175393252967
2006-03-15,
2006-04-15,10.918647672909383
2006-05-15,10.500480125016024
2006-06-15,10.71341379708429
2006-07-15,10.036776718487086
2006-08-15,6.471066859497644
2006-09-15,7.921329512801481
2006-10-15,7.850686591382322
2006-11-15,9.899027451929106
2006-12-15,13.623005588767358
2007-01-15,10.343832345102856
2007-02-15,11.093946986896528
2007-03-15,13.983157724036007
2007-04-15,13.99872490226583
2007-05-15,8.527512559582412
2007-06-15,7.621482235449658
2007-07-15,5.687170731441022
2007-08-15,7.012400618395516
2007-09-15,8.374900710631113
2007-10-15,13.406014432824374
2007-11-15,10.836803456350136
2007-12-15,14.012489155012055
2008-01-15,7.304843470472571
2008-02-15,20.41322936468626
2008-03-15,6.914540507167223
2008-04-15,10.481615491987915
2008-05-15,9.640291981468263
2008-06-15,7.135074017309182
2008-07-15,7.393377189724201
2008-08-15,6.715963169814815
2008-09-15,7.656364581586139
2008-10-15,7.769864341437462
2008-11-15,10.32570593030626
2008-12-15,15.57789502297129
2009-01-15,13.571381255709252
2009-02-15,15.802995007774511
2009-03-15,11.567263299112787
2009-04-15,12.253827786725358
2009-05-15,8.480781555309433
2009-06-15,8.472494921696754
2009-07-15,6.966553910787388
2009-08-15,9.171437081538546
2009-09-15,8.353679894751666
2009-10-15,11.450647155140405
2009-11-15,6.164205965941187
2009-12-15,12.072783676400192
2010-01-15,17.291616241664435
2010-02-15,9.353732438148468
2010-03-15,10.459900176176683
2010-04-15,9.709381500576894
2010-05-15,7.351745392790432
2010-06-15,8.413406409832868
2010-07-15,7.513221368227116
2010-08-15,6.530054670024106
2010-09-15,8.407265743535298
2010-10-15,9.08832648868727
2010-11-15,11.65611764964862
2010-12-15,18.01827626214367
2011-01-15,9.852129235466762
2011-02-15,9.293286941979714
2011-03-15,11.663698189650026
2011-04-15,8.802707429456895
2011-05-15,4.434448566620156
2011-06-15,5.986646203116252
2011-07-15,5.766167024369654
2011-08-15,5.627086180795801
2011-09-15,5.736809153859389
2011-10-15,6.254923168731784
2011-11-15,10.742378364982171
2011-12-15,6.448763425640089
2012-01-15,9.380906640218566
2012-02-15,14.744408291327037
2012-03-15,15.701683742281945
2012-04-15,5.671436931890668
2012-05-15,8.439911120575625
2012-06-15,6.951272714414207
2012-07-15,5.893370930504513
2012-08-15,7.046057457578975
2012-09-15,5.810194233132529
2012-10-15,8.425417901860177
2012-11-15,10.378257431368063
2012-12-15,9.915910914217763
2013-01-15,12.805758135051043
2013-02-15,10.205759939785317
2013-03-15,12.001493113954652
2013-04-15,9.17751421333248
2013-05-15,5.680627021504265
2013-06-15,5.093844790117525
2013-07-15,5.677057336441757
2013-08-15,8.121393553323289
2013-09-15,9.688773419674048
2013-10-15,6.292032369503234
2013-11-15,9.17917376000854
2013-12-15,8.658974767908354
2014-01-15,5.208337951498886
2014-02-15,3.083293203009279
2014-03-15,8.961867440467232
2014-04-15,9.225236757370686
2014-05-15,5.39217694264828
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,8.854952459593601
2014-10-15,6.003987802019503
2014-11-15,11.480145041686121
2014-12-15,8.990068999911184
2015-01-15,7.58169709212858
2015-02-15,9.857996951057304
2015-03-15,9.97161531514512
2015-04-15,6.965736148549076
2015-05-15,4.504510710736279
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,5.000427968748148
