,0
2000-06-15,
2001-06-15,
2002-06-15,
2003-06-15,
2004-06-15,7.490274872133103
2005-06-15,7.444446265001626
2006-06-15,8.819583670153042
2007-06-15,5.768683274580327
2008-06-15,5.613270409728919
2009-06-15,5.475202760987057
2010-06-15,8.818862968931048
2011-06-15,7.247430873022373
2012-06-15,7.1698195910745826
2013-06-15,6.225793153999273
2014-06-15,7.136878160822385
2015-06-15,5.287407203361487
2016-06-15,6.032168111427342
2017-06-15,4.392580867220478
2018-06-15,6.5180067547340625
2019-06-15,4.728408669034773
