,0
2000-07-15,0.2057665834824244
2001-07-15,0.204204132159551
2002-07-15,0.3879389762878418
2003-07-15,0.3382762422164281
2004-07-15,0.20753819743792215
2005-07-15,0.2694043219089508
2006-07-15,0.26985183854897815
2007-07-15,0.1933107227087021
2008-07-15,0.18676390250523886
2009-07-15,0.13060652712980905
2010-07-15,0.15977429846922556
2011-07-15,0.1237109328309695
2012-07-15,0.06589916596810023
2013-07-15,0.1705329418182373
2014-07-15,
2015-07-15,
2016-07-15,
2017-07-15,
2018-07-15,
2019-07-15,
