time,concso4
2000-01-15,4.4343647956848145
2000-02-15,1.7494611740112305
2000-03-15,1.6549338102340698
2000-04-15,1.20400071144104
2000-05-15,0.8078964352607727
2000-06-15,2.067556381225586
2000-07-15,1.0275862216949463
2000-08-15,1.6414692401885986
2000-09-15,1.3435509204864502
2000-10-15,1.4772123098373413
2000-11-15,0.6577363014221191
2000-12-15,1.8257465362548828
2001-01-15,3.04949951171875
2001-02-15,2.871908664703369
2001-03-15,0.8060102462768555
2001-04-15,1.0227622985839844
2001-05-15,1.913899540901184
2001-06-15,1.3141416311264038
2001-07-15,1.3237920999526978
2001-08-15,1.3229718208312988
2001-09-15,1.023700475692749
2001-10-15,1.3916784524917603
2001-11-15,3.8956916332244873
2001-12-15,4.034219264984131
2002-01-15,3.037688970565796
2002-02-15,1.2025269269943237
2002-03-15,2.2345635890960693
2002-04-15,2.0184452533721924
2002-05-15,1.0757808685302734
2002-06-15,1.5416903495788574
2002-07-15,1.0723371505737305
2002-08-15,0.853244423866272
2002-09-15,1.195612907409668
2002-10-15,1.3249788284301758
2002-11-15,1.1406031847000122
2002-12-15,3.1843345165252686
2003-01-15,2.972116231918335
2003-02-15,5.781276226043701
2003-03-15,2.794605016708374
2003-04-15,1.420814871788025
2003-05-15,1.5145113468170166
2003-06-15,1.2030915021896362
2003-07-15,1.4785897731781006
2003-08-15,1.7504189014434814
2003-09-15,2.0899972915649414
2003-10-15,1.7921350002288818
2003-11-15,1.7469966411590576
2003-12-15,2.298408269882202
2004-01-15,2.6015536785125732
2004-02-15,2.80568790435791
2004-03-15,2.146167755126953
2004-04-15,1.2597973346710205
2004-05-15,1.1094651222229004
2004-06-15,0.9705065488815308
2004-07-15,1.1415071487426758
2004-08-15,0.902327835559845
2004-09-15,1.5494848489761353
2004-10-15,1.4157267808914185
2004-11-15,3.0256030559539795
2004-12-15,3.9653878211975098
2005-01-15,2.069080352783203
2005-02-15,3.4226183891296387
2005-03-15,1.7179064750671387
2005-04-15,1.4197242259979248
2005-05-15,1.0337806940078735
2005-06-15,1.1732242107391357
2005-07-15,1.103688359260559
2005-08-15,1.0370619297027588
2005-09-15,1.473594069480896
2005-10-15,1.3409361839294434
2005-11-15,2.1581573486328125
2005-12-15,3.4907000064849854
2006-01-15,3.878354072570801
2006-02-15,4.669532775878906
2006-03-15,2.6089794635772705
2006-04-15,1.1126405000686646
2006-05-15,0.6962663531303406
2006-06-15,1.3667906522750854
2006-07-15,1.0855236053466797
2006-08-15,0.47069457173347473
2006-09-15,
2006-10-15,1.4683698415756226
2006-11-15,1.0336462259292603
2006-12-15,2.804117441177368
2007-01-15,1.5269957780838013
2007-02-15,1.3446025848388672
2007-03-15,1.0641998052597046
2007-04-15,2.007208824157715
2007-05-15,0.7709689140319824
2007-06-15,0.5671038627624512
2007-07-15,1.0808097124099731
2007-08-15,0.8037633299827576
2007-09-15,1.1303635835647583
2007-10-15,2.6273903846740723
2007-11-15,2.5622503757476807
2007-12-15,3.0382885932922363
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,0.943827748298645
2008-07-15,0.6490462422370911
2008-08-15,0.844249427318573
2008-09-15,1.1888293027877808
2008-10-15,1.0007847547531128
2008-11-15,1.6474486589431763
2008-12-15,3.220520496368408
2009-01-15,4.272523880004883
2009-02-15,2.0005578994750977
2009-03-15,1.296037197113037
2009-04-15,1.5937705039978027
2009-05-15,0.857586145401001
2009-06-15,0.7068446278572083
2009-07-15,0.6074169278144836
2009-08-15,0.750272274017334
2009-09-15,1.5445750951766968
2009-10-15,1.2866699695587158
2009-11-15,0.4931353032588959
2009-12-15,1.8550764322280884
2010-01-15,2.122683525085449
2010-02-15,2.07797908782959
2010-03-15,1.407562255859375
2010-04-15,1.0265464782714844
2010-05-15,0.6207577586174011
2010-06-15,0.9456455707550049
2010-07-15,0.6428143978118896
2010-08-15,0.5017449259757996
2010-09-15,0.9589455127716064
2010-10-15,1.4128855466842651
2010-11-15,1.0621118545532227
2010-12-15,1.7878754138946533
2011-01-15,2.4760990142822266
2011-02-15,1.5677998065948486
2011-03-15,1.844878911972046
2011-04-15,1.1112347841262817
2011-05-15,0.6784648299217224
2011-06-15,0.4297821819782257
2011-07-15,0.5839253067970276
2011-08-15,0.6438196897506714
2011-09-15,0.8220511078834534
2011-10-15,0.9846901893615723
2011-11-15,1.7779656648635864
2011-12-15,0.4874368906021118
2012-01-15,1.8456815481185913
2012-02-15,4.141592025756836
2012-03-15,1.60345458984375
2012-04-15,0.6189731359481812
2012-05-15,0.6555016040802002
2012-06-15,0.40433618426322937
2012-07-15,0.48926952481269836
2012-08-15,0.5377584099769592
2012-09-15,0.878915011882782
2012-10-15,1.2605013847351074
2012-11-15,0.9783161282539368
2012-12-15,0.6926901340484619
2013-01-15,2.1138086318969727
2013-02-15,2.0964677333831787
2013-03-15,1.600503921508789
2013-04-15,1.4827181100845337
2013-05-15,0.3694949448108673
2013-06-15,0.5367053151130676
2013-07-15,0.7354115843772888
2013-08-15,0.8067644238471985
2013-09-15,0.6808680891990662
2013-10-15,0.5353845953941345
2013-11-15,1.309067726135254
2013-12-15,0.8664523959159851
2014-01-15,0.5081313848495483
2014-02-15,0.3645502030849457
2014-03-15,0.7687085270881653
2014-04-15,0.5434625744819641
2014-05-15,0.4699835181236267
2014-06-15,0.6687775254249573
2014-07-15,0.3452516794204712
2014-08-15,0.26728957891464233
2014-09-15,0.7823159098625183
2014-10-15,0.6105961203575134
2014-11-15,0.8534636497497559
2014-12-15,1.1466691493988037
