time,wetoxn
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,1294.465576171875
2001-02-15,894.76123046875
2001-03-15,1766.69970703125
2001-04-15,1047.0921630859375
2001-05-15,875.6388549804688
2001-06-15,1394.6806640625
2001-07-15,2225.35546875
2001-08-15,1578.575439453125
2001-09-15,1586.3291015625
2001-10-15,999.0106201171875
2001-11-15,1245.632568359375
2001-12-15,1394.0633544921875
2002-01-15,462.1821594238281
2002-02-15,1015.9760131835938
2002-03-15,896.5625610351562
2002-04-15,1200.663330078125
2002-05-15,889.8734130859375
2002-06-15,1160.174560546875
2002-07-15,1158.77685546875
2002-08-15,1626.3819580078125
2002-09-15,1525.9493408203125
2002-10-15,860.462158203125
2002-11-15,1323.383056640625
2002-12-15,1278.0350341796875
2003-01-15,1709.8553466796875
2003-02-15,342.1156311035156
2003-03-15,463.9888000488281
2003-04-15,1143.269287109375
2003-05-15,930.3143310546875
2003-06-15,783.834716796875
2003-07-15,1468.2236328125
2003-08-15,1303.626220703125
2003-09-15,546.8767700195312
2003-10-15,1066.5526123046875
2003-11-15,428.0177001953125
2003-12-15,626.0086669921875
2004-01-15,1602.9600830078125
2004-02-15,965.27734375
2004-03-15,1399.80810546875
2004-04-15,1316.50390625
2004-05-15,1824.3519287109375
2004-06-15,1836.995361328125
2004-07-15,1138.5513916015625
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,858.5899047851562
2004-12-15,
2005-01-15,1134.6876220703125
2005-02-15,1543.8985595703125
2005-03-15,929.1907348632812
2005-04-15,1158.064453125
2005-05-15,1347.9981689453125
2005-06-15,999.8931884765625
2005-07-15,2345.41748046875
2005-08-15,1538.6470947265625
2005-09-15,1037.290771484375
2005-10-15,459.90057373046875
2005-11-15,788.7763061523438
2005-12-15,1326.272216796875
2006-01-15,936.100830078125
2006-02-15,1264.65380859375
2006-03-15,949.4702758789062
2006-04-15,1423.486328125
2006-05-15,1851.968505859375
2006-06-15,1964.9761962890625
2006-07-15,999.8078002929688
2006-08-15,1631.832763671875
2006-09-15,745.466796875
2006-10-15,303.62237548828125
2006-11-15,1050.8001708984375
2006-12-15,361.2445373535156
2007-01-15,929.8880004882812
2007-02-15,
2007-03-15,1239.69384765625
2007-04-15,
2007-05-15,1344.33056640625
2007-06-15,1652.3680419921875
2007-07-15,879.402587890625
2007-08-15,1231.3739013671875
2007-09-15,1110.4462890625
2007-10-15,1124.5263671875
2007-11-15,1849.239501953125
2007-12-15,646.8834228515625
2008-01-15,776.6077880859375
2008-02-15,475.7943420410156
2008-03-15,1402.1402587890625
2008-04-15,1667.63134765625
2008-05-15,870.4105224609375
2008-06-15,1061.6153564453125
2008-07-15,1813.12109375
2008-08-15,1618.9129638671875
2008-09-15,623.8776245117188
2008-10-15,1047.8365478515625
2008-11-15,820.7610473632812
2008-12-15,907.010498046875
2009-01-15,770.6481323242188
2009-02-15,1995.998291015625
2009-03-15,1122.6915283203125
2009-04-15,617.394775390625
2009-05-15,1030.798095703125
2009-06-15,1284.4132080078125
2009-07-15,1352.779052734375
2009-08-15,1239.771484375
2009-09-15,822.6866455078125
2009-10-15,1597.8721923828125
2009-11-15,739.9072265625
2009-12-15,1140.83984375
2010-01-15,1245.662353515625
2010-02-15,1134.3909912109375
2010-03-15,
2010-04-15,1274.8233642578125
2010-05-15,2146.01611328125
2010-06-15,1182.1988525390625
2010-07-15,
2010-08-15,1632.148193359375
2010-09-15,1307.239501953125
2010-10-15,367.94189453125
2010-11-15,771.6455688476562
2010-12-15,905.7601928710938
2011-01-15,
2011-02-15,
2011-03-15,796.2493286132812
2011-04-15,1190.5091552734375
2011-05-15,853.4806518554688
2011-06-15,969.7786254882812
2011-07-15,2701.364501953125
2011-08-15,1075.820556640625
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,882.0230712890625
2012-01-15,1227.0908203125
2012-02-15,752.84423828125
2012-03-15,342.9773864746094
2012-04-15,814.9362182617188
2012-05-15,663.7717895507812
2012-06-15,1014.2509155273438
2012-07-15,1684.8748779296875
2012-08-15,
2012-09-15,715.6448974609375
2012-10-15,1053.512451171875
2012-11-15,718.333984375
2012-12-15,847.987060546875
2013-01-15,1200.43017578125
2013-02-15,1548.2099609375
2013-03-15,1135.8489990234375
2013-04-15,1247.33447265625
2013-05-15,1154.872802734375
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,1296.310791015625
2013-10-15,1170.7982177734375
2013-11-15,395.60540771484375
2013-12-15,
2014-01-15,
2014-02-15,976.3651733398438
2014-03-15,
2014-04-15,1154.3067626953125
2014-05-15,1180.8663330078125
2014-06-15,
2014-07-15,
2014-08-15,2007.0845947265625
2014-09-15,1233.339111328125
2014-10-15,
2014-11-15,
2014-12-15,1182.7396240234375
2015-01-15,1343.1746826171875
2015-02-15,696.9703369140625
2015-03-15,1245.776611328125
2015-04-15,613.5921630859375
2015-05-15,1396.8485107421875
2015-06-15,730.3827514648438
2015-07-15,
2015-08-15,1105.5052490234375
2015-09-15,1772.372802734375
2015-10-15,
2015-11-15,
2015-12-15,630.6409912109375
2016-01-15,892.7548217773438
2016-02-15,1140.6702880859375
2016-03-15,
2016-04-15,1152.3997802734375
2016-05-15,1466.3377685546875
2016-06-15,800.7337036132812
2016-07-15,1366.70751953125
2016-08-15,1100.46923828125
2016-09-15,381.60595703125
2016-10-15,867.1595458984375
2016-11-15,896.994384765625
2016-12-15,
2017-01-15,
2017-02-15,408.06573486328125
2017-03-15,385.7587890625
2017-04-15,1128.67333984375
2017-05-15,847.7236328125
2017-06-15,990.0039672851562
2017-07-15,1157.359375
2017-08-15,532.145263671875
2017-09-15,863.63525390625
2017-10-15,769.2139892578125
2017-11-15,1448.091064453125
2017-12-15,667.00048828125
2018-01-15,1029.73388671875
2018-02-15,
2018-03-15,637.0789794921875
2018-04-15,1115.7825927734375
2018-05-15,864.8887939453125
2018-06-15,1052.2379150390625
2018-07-15,745.3932495117188
2018-08-15,801.6878662109375
2018-09-15,1429.2802734375
2018-10-15,
2018-11-15,425.3853454589844
2018-12-15,578.5170288085938
2019-01-15,925.1447143554688
2019-02-15,384.4069519042969
2019-03-15,363.6349792480469
2019-04-15,580.5481567382812
2019-05-15,1492.55859375
2019-06-15,1202.042236328125
2019-07-15,955.7102661132812
2019-08-15,1471.29248046875
2019-09-15,655.2046508789062
2019-10-15,371.0255432128906
2019-11-15,861.076904296875
2019-12-15,799.6398315429688
