time,wetoxn
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,413.3814392089844
2000-05-15,641.8221435546875
2000-06-15,1332.5340576171875
2000-07-15,897.3841552734375
2000-08-15,1469.0379638671875
2000-09-15,531.7931518554688
2000-10-15,1741.6324462890625
2000-11-15,2815.991455078125
2000-12-15,2048.623779296875
2001-01-15,1634.630859375
2001-02-15,1883.1365966796875
2001-03-15,1348.8077392578125
2001-04-15,976.474609375
2001-05-15,466.64813232421875
2001-06-15,655.2783203125
2001-07-15,1082.916259765625
2001-08-15,1411.715576171875
2001-09-15,2240.302734375
2001-10-15,2393.909912109375
2001-11-15,1802.91357421875
2001-12-15,1582.6397705078125
2002-01-15,2280.847900390625
2002-02-15,2326.375
2002-03-15,1379.426513671875
2002-04-15,554.8901977539062
2002-05-15,442.72027587890625
2002-06-15,1373.4464111328125
2002-07-15,1018.4578247070312
2002-08-15,157.1470184326172
2002-09-15,1520.0494384765625
2002-10-15,1632.98828125
2002-11-15,1557.006591796875
2002-12-15,808.1197509765625
2003-01-15,1298.005859375
2003-02-15,486.4479675292969
2003-03-15,434.8822937011719
2003-04-15,662.6054077148438
2003-05-15,841.0824584960938
2003-06-15,743.3619995117188
2003-07-15,587.3391723632812
2003-08-15,1613.102783203125
2003-09-15,1252.12646484375
2003-10-15,2469.15478515625
2003-11-15,1617.2918701171875
2003-12-15,2169.2197265625
2004-01-15,1226.235595703125
2004-02-15,1391.8682861328125
2004-03-15,1189.701416015625
2004-04-15,584.863037109375
2004-05-15,682.8811645507812
2004-06-15,916.7588500976562
2004-07-15,918.906494140625
2004-08-15,1392.20068359375
2004-09-15,2226.113525390625
2004-10-15,2171.1318359375
2004-11-15,1524.5616455078125
2004-12-15,2299.5
2005-01-15,2185.855712890625
2005-02-15,923.6764526367188
2005-03-15,1428.6060791015625
2005-04-15,774.669677734375
2005-05-15,928.2198486328125
2005-06-15,783.2987670898438
2005-07-15,1102.94287109375
2005-08-15,1289.2642822265625
2005-09-15,775.618408203125
2005-10-15,842.3067626953125
2005-11-15,2350.28271484375
2005-12-15,1470.8302001953125
2006-01-15,447.1464538574219
2006-02-15,751.3085327148438
2006-03-15,1152.0992431640625
2006-04-15,1365.0732421875
2006-05-15,619.2540283203125
2006-06-15,437.88531494140625
2006-07-15,373.50872802734375
2006-08-15,1124.24462890625
2006-09-15,1550.23291015625
2006-10-15,2743.91845703125
2006-11-15,2733.978515625
2006-12-15,2429.548583984375
2007-01-15,2682.828369140625
2007-02-15,946.1375732421875
2007-03-15,948.8948364257812
2007-04-15,269.59136962890625
2007-05-15,571.1826782226562
2007-06-15,663.2901611328125
2007-07-15,1544.55517578125
2007-08-15,1519.11376953125
2007-09-15,1409.900390625
2007-10-15,1876.8792724609375
2007-11-15,1760.071044921875
2007-12-15,1941.1646728515625
2008-01-15,1675.1446533203125
2008-02-15,1868.936767578125
2008-03-15,982.5299072265625
2008-04-15,567.515380859375
2008-05-15,271.0413513183594
2008-06-15,862.1431274414062
2008-07-15,605.1176147460938
2008-08-15,2240.604736328125
2008-09-15,990.45361328125
2008-10-15,2566.53857421875
2008-11-15,2032.9893798828125
2008-12-15,1933.3131103515625
2009-01-15,1170.2877197265625
2009-02-15,1191.3277587890625
2009-03-15,1109.45703125
2009-04-15,170.75949096679688
2009-05-15,662.2937622070312
2009-06-15,594.9902954101562
2009-07-15,1169.10595703125
2009-08-15,1102.59814453125
2009-09-15,986.9117431640625
2009-10-15,1949.269775390625
2009-11-15,1904.0765380859375
2009-12-15,1626.71484375
2010-01-15,962.4114379882812
2010-02-15,1151.3984375
2010-03-15,1238.0799560546875
2010-04-15,440.72784423828125
2010-05-15,630.3285522460938
2010-06-15,543.97216796875
2010-07-15,532.2373046875
2010-08-15,1600.8040771484375
2010-09-15,1733.804443359375
2010-10-15,1261.7344970703125
2010-11-15,1873.826171875
2010-12-15,2435.57958984375
2011-01-15,1310.104248046875
2011-02-15,986.2515258789062
2011-03-15,702.4969482421875
2011-04-15,551.1328125
2011-05-15,878.9746704101562
2011-06-15,671.3485107421875
2011-07-15,875.4425659179688
2011-08-15,1588.7672119140625
2011-09-15,1945.68994140625
2011-10-15,1894.85107421875
2011-11-15,1233.0555419921875
2011-12-15,2946.1748046875
2012-01-15,1310.8956298828125
2012-02-15,1362.072021484375
2012-03-15,373.2796630859375
2012-04-15,478.9335632324219
2012-05-15,658.943359375
2012-06-15,1050.1221923828125
2012-07-15,1268.314697265625
2012-08-15,1332.52001953125
2012-09-15,1547.6292724609375
2012-10-15,1540.3297119140625
2012-11-15,2393.77587890625
2012-12-15,2066.30908203125
2013-01-15,1026.9224853515625
2013-02-15,773.2564086914062
2013-03-15,168.59144592285156
2013-04-15,1059.34130859375
2013-05-15,549.7734375
2013-06-15,571.3994750976562
2013-07-15,477.3641662597656
2013-08-15,1152.54345703125
2013-09-15,1046.262939453125
2013-10-15,1259.387939453125
2013-11-15,2138.100830078125
2013-12-15,1832.8056640625
2014-01-15,1215.8819580078125
2014-02-15,710.9251708984375
2014-03-15,715.0928344726562
2014-04-15,427.0662841796875
2014-05-15,631.6889038085938
2014-06-15,775.3486328125
2014-07-15,292.864990234375
2014-08-15,1295.000732421875
2014-09-15,755.3185424804688
2014-10-15,1539.2447509765625
2014-11-15,665.4276733398438
2014-12-15,1766.198486328125
2015-01-15,1434.5400390625
2015-02-15,669.2194213867188
2015-03-15,756.2376708984375
2015-04-15,782.8218994140625
2015-05-15,1090.748779296875
2015-06-15,404.5685729980469
2015-07-15,1383.626220703125
2015-08-15,335.17559814453125
2015-09-15,824.0299682617188
2015-10-15,399.00909423828125
2015-11-15,1684.0933837890625
2015-12-15,1944.9171142578125
2016-01-15,1279.89404296875
2016-02-15,1360.7039794921875
2016-03-15,504.513671875
2016-04-15,560.5747680664062
2016-05-15,306.8851623535156
2016-06-15,467.7479553222656
2016-07-15,904.187255859375
2016-08-15,1210.720703125
2016-09-15,930.8502197265625
2016-10-15,1025.558837890625
2016-11-15,1175.6849365234375
2016-12-15,1164.437255859375
2017-01-15,1067.972900390625
2017-02-15,849.1193237304688
2017-03-15,1111.835693359375
2017-04-15,818.9462280273438
2017-05-15,359.32550048828125
2017-06-15,637.1472778320312
2017-07-15,952.4254150390625
2017-08-15,868.0101318359375
2017-09-15,1108.9971923828125
2017-10-15,1733.1148681640625
2017-11-15,2621.307373046875
2017-12-15,2305.1025390625
2018-01-15,1775.0635986328125
2018-02-15,694.9407348632812
2018-03-15,498.4630432128906
2018-04-15,619.0330810546875
2018-05-15,197.0054168701172
2018-06-15,299.2637023925781
2018-07-15,243.00741577148438
2018-08-15,907.0172729492188
2018-09-15,854.0772094726562
2018-10-15,1253.0294189453125
2018-11-15,821.7030029296875
2018-12-15,1113.072021484375
2019-01-15,1337.511474609375
2019-02-15,723.7549438476562
2019-03-15,855.759765625
2019-04-15,42.70737075805664
