time,wetoxn
2000-01-15,253.02626037597656
2000-02-15,29.15174102783203
2000-03-15,571.3421630859375
2000-04-15,559.5565795898438
2000-05-15,1067.8826904296875
2000-06-15,526.0227661132812
2000-07-15,209.11978149414062
2000-08-15,828.6689453125
2000-09-15,613.6280517578125
2000-10-15,265.492431640625
2000-11-15,99.8758316040039
2000-12-15,194.18150329589844
2001-01-15,229.84190368652344
2001-02-15,570.4039306640625
2001-03-15,69.67843627929688
2001-04-15,703.2374877929688
2001-05-15,781.7197265625
2001-06-15,82.0977783203125
2001-07-15,583.1239624023438
2001-08-15,983.3408203125
2001-09-15,1167.8690185546875
2001-10-15,540.441162109375
2001-11-15,525.9885864257812
2001-12-15,512.2317504882812
2002-01-15,128.70932006835938
2002-02-15,20.11772346496582
2002-03-15,627.8253173828125
2002-04-15,1062.91455078125
2002-05-15,572.773193359375
2002-06-15,829.5211181640625
2002-07-15,727.714599609375
2002-08-15,1911.503662109375
2002-09-15,1462.7967529296875
2002-10-15,354.2839050292969
2002-11-15,175.04754638671875
2002-12-15,281.1258544921875
2003-01-15,105.55587005615234
2003-02-15,792.477783203125
2003-03-15,544.1076049804688
2003-04-15,548.16259765625
2003-05-15,855.4171752929688
2003-06-15,722.1423950195312
2003-07-15,871.8594970703125
2003-08-15,280.7024230957031
2003-09-15,1356.9986572265625
2003-10-15,435.3631286621094
2003-11-15,872.43603515625
2003-12-15,205.98672485351562
2004-01-15,33.88772964477539
2004-02-15,539.5715942382812
2004-03-15,831.4987182617188
2004-04-15,766.7324829101562
2004-05-15,911.5637817382812
2004-06-15,904.3403930664062
2004-07-15,833.7767333984375
2004-08-15,876.6017456054688
2004-09-15,839.0187377929688
2004-10-15,346.76019287109375
2004-11-15,238.88665771484375
2004-12-15,426.50885009765625
2005-01-15,9.468219757080078
2005-02-15,490.774658203125
2005-03-15,383.4046936035156
2005-04-15,430.8130187988281
2005-05-15,1213.953857421875
2005-06-15,527.3043212890625
2005-07-15,956.20458984375
2005-08-15,1203.0556640625
2005-09-15,491.66363525390625
2005-10-15,406.8173522949219
2005-11-15,368.3206481933594
2005-12-15,77.93370819091797
2006-01-15,638.1317749023438
2006-02-15,647.1797485351562
2006-03-15,79.8740005493164
2006-04-15,917.8274536132812
2006-05-15,857.1898193359375
2006-06-15,748.7073364257812
2006-07-15,696.5869750976562
2006-08-15,864.44287109375
2006-09-15,525.7907104492188
2006-10-15,321.31390380859375
2006-11-15,468.015625
2006-12-15,305.2961120605469
2007-01-15,281.6205139160156
2007-02-15,342.6348571777344
2007-03-15,473.2518615722656
2007-04-15,774.756591796875
2007-05-15,339.7261962890625
2007-06-15,1089.61474609375
2007-07-15,365.40142822265625
2007-08-15,1914.545166015625
2007-09-15,781.8084106445312
2007-10-15,600.0474243164062
2007-11-15,37.695709228515625
2007-12-15,360.524169921875
2008-01-15,71.59896850585938
2008-02-15,468.9251708984375
2008-03-15,190.8419647216797
2008-04-15,275.8554382324219
2008-05-15,1260.7674560546875
2008-06-15,911.2721557617188
2008-07-15,287.3607482910156
2008-08-15,455.8117370605469
2008-09-15,696.5904541015625
2008-10-15,833.8975830078125
2008-11-15,130.43280029296875
2008-12-15,258.36212158203125
2009-01-15,200.25413513183594
2009-02-15,166.45481872558594
2009-03-15,260.5340270996094
2009-04-15,837.6998901367188
2009-05-15,747.0994262695312
2009-06-15,514.7134399414062
2009-07-15,450.9914245605469
2009-08-15,1037.992919921875
2009-09-15,788.2236328125
2009-10-15,203.39151000976562
2009-11-15,62.50008773803711
2009-12-15,347.1317443847656
2010-01-15,390.5205993652344
2010-02-15,250.32989501953125
2010-03-15,355.76397705078125
2010-04-15,551.8532104492188
2010-05-15,1114.6087646484375
2010-06-15,969.463623046875
2010-07-15,373.5971374511719
2010-08-15,957.7442016601562
2010-09-15,354.1107482910156
2010-10-15,344.41510009765625
2010-11-15,163.71905517578125
2010-12-15,272.3702697753906
2011-01-15,172.83819580078125
2011-02-15,56.56732940673828
2011-03-15,619.7857666015625
2011-04-15,799.4398803710938
2011-05-15,1074.1505126953125
2011-06-15,708.0994262695312
2011-07-15,1460.528564453125
2011-08-15,466.1109924316406
2011-09-15,491.42523193359375
2011-10-15,208.9890899658203
2011-11-15,279.703369140625
2011-12-15,11.756109237670898
2012-01-15,282.6522216796875
2012-02-15,53.84377670288086
2012-03-15,168.14036560058594
2012-04-15,415.53387451171875
2012-05-15,401.0799255371094
2012-06-15,484.5341491699219
2012-07-15,545.5953369140625
2012-08-15,377.229736328125
2012-09-15,348.317626953125
2012-10-15,309.1648254394531
2012-11-15,398.547607421875
2012-12-15,22.993799209594727
2013-01-15,41.27466583251953
2013-02-15,160.70741271972656
2013-03-15,237.66091918945312
2013-04-15,474.0642395019531
2013-05-15,830.8648681640625
2013-06-15,806.618896484375
2013-07-15,444.73211669921875
2013-08-15,1116.1927490234375
2013-09-15,292.9079284667969
2013-10-15,454.0619812011719
2013-11-15,146.15975952148438
2013-12-15,83.64956665039062
2014-01-15,88.98823547363281
2014-02-15,259.9488830566406
2014-03-15,290.2716369628906
2014-04-15,485.0932312011719
2014-05-15,724.6630859375
2014-06-15,663.7603759765625
2014-07-15,487.18328857421875
2014-08-15,351.9167175292969
2014-09-15,965.4208374023438
2014-10-15,321.60992431640625
2014-11-15,297.73663330078125
2014-12-15,185.00473022460938
2015-01-15,59.56235122680664
2015-02-15,294.0571594238281
2015-03-15,536.3087768554688
2015-04-15,325.8595886230469
2015-05-15,560.940673828125
2015-06-15,889.7373657226562
2015-07-15,1116.1328125
