,0
2000-04-15,4.937204519907634
2001-04-15,4.420531988143921
2002-04-15,4.632004976272583
2003-04-15,6.57236647605896
2004-04-15,5.898058493932088
2005-04-15,5.8107383251190186
2006-04-15,3.9630116621653237
2007-04-15,5.213120142618815
2008-04-15,3.655149459838867
2009-04-15,3.390403668085734
2010-04-15,3.0970980723698935
2011-04-15,4.201773405075073
2012-04-15,3.5472728411356607
2013-04-15,2.5870726108551025
2014-04-15,1.8904748956362407
2015-04-15,2.0348525842030845
2016-04-15,2.185556332270304
2017-04-15,2.3206897576649985
2018-04-15,1.5507823626200359
2019-04-15,
