time,concNtnh
2000-01-15,0.7210396528244019
2000-02-15,0.7939638495445251
2000-03-15,0.680996835231781
2000-04-15,1.542543649673462
2000-05-15,1.943766474723816
2000-06-15,0.9423366785049438
2000-07-15,0.7000001668930054
2000-08-15,0.898222804069519
2000-09-15,1.602117896080017
2000-10-15,1.7968112230300903
2000-11-15,1.638655185699463
2000-12-15,1.2453224658966064
2001-01-15,1.3397270441055298
2001-02-15,0.7309399843215942
2001-03-15,0.9625811576843262
2001-04-15,1.3110578060150146
2001-05-15,1.2404807806015015
2001-06-15,0.7974666357040405
2001-07-15,0.9124016761779785
2001-08-15,0.9314466714859009
2001-09-15,1.0689815282821655
2001-10-15,1.5951567888259888
2001-11-15,0.43575769662857056
2001-12-15,0.6882417798042297
2002-01-15,0.9860068559646606
2002-02-15,0.7244278192520142
2002-03-15,1.0636799335479736
2002-04-15,1.140799641609192
2002-05-15,2.128610610961914
2002-06-15,0.7667815685272217
2002-07-15,1.0830549001693726
2002-08-15,1.2242072820663452
2002-09-15,0.6150534749031067
2002-10-15,0.544770359992981
2002-11-15,1.1219487190246582
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,1.3250548839569092
2003-05-15,2.120748996734619
2003-06-15,0.8361346125602722
2003-07-15,0.7580661773681641
2003-08-15,0.5365790724754333
2003-09-15,1.5206799507141113
2003-10-15,0.7069254517555237
2003-11-15,1.7289432287216187
2003-12-15,1.0090067386627197
2004-01-15,0.9864763021469116
2004-02-15,0.516669750213623
2004-03-15,1.0863808393478394
2004-04-15,1.0007585287094116
2004-05-15,0.983422577381134
2004-06-15,0.6466549634933472
2004-07-15,0.6522307395935059
2004-08-15,0.7892099618911743
2004-09-15,0.9121225476264954
2004-10-15,0.9561116695404053
2004-11-15,0.6806224584579468
2004-12-15,0.8759695291519165
2005-01-15,0.6268999576568604
2005-02-15,0.8645419478416443
2005-03-15,0.793468177318573
2005-04-15,1.2176941633224487
2005-05-15,1.9391480684280396
2005-06-15,0.6500352621078491
2005-07-15,0.7352824807167053
2005-08-15,0.8227882981300354
2005-09-15,1.5651183128356934
2005-10-15,1.3086094856262207
2005-11-15,1.2523536682128906
2005-12-15,0.6387099027633667
2006-01-15,1.8088834285736084
2006-02-15,0.7974112629890442
2006-03-15,0.9778366684913635
2006-04-15,1.1389094591140747
2006-05-15,1.5194579362869263
2006-06-15,0.8635534644126892
2006-07-15,0.9823281168937683
2006-08-15,0.5572975277900696
2006-09-15,2.120527982711792
2006-10-15,1.1743512153625488
2006-11-15,1.2183846235275269
2006-12-15,0.8457685708999634
2007-01-15,0.40513360500335693
2007-02-15,0.9127538800239563
2007-03-15,1.2228922843933105
2007-04-15,0.8696405291557312
2007-05-15,1.9443708658218384
2007-06-15,0.6780507564544678
2007-07-15,0.7655113935470581
2007-08-15,0.8203137516975403
2007-09-15,1.1976022720336914
2007-10-15,0.8038322925567627
2007-11-15,0.7070679068565369
2007-12-15,1.006771206855774
2008-01-15,1.0772274732589722
2008-02-15,0.9590623378753662
2008-03-15,0.6704021692276001
2008-04-15,1.086613655090332
2008-05-15,0.8971205353736877
2008-06-15,0.6275203824043274
2008-07-15,0.46379554271698
2008-08-15,0.75223708152771
2008-09-15,0.7559064030647278
2008-10-15,1.0082930326461792
2008-11-15,0.9262459874153137
2008-12-15,1.0367237329483032
2009-01-15,0.8252798318862915
2009-02-15,0.8556351661682129
2009-03-15,0.7871362566947937
2009-04-15,1.4217346906661987
2009-05-15,1.29569411277771
2009-06-15,0.4016055464744568
2009-07-15,0.8280807733535767
2009-08-15,0.9159871935844421
2009-09-15,1.0590907335281372
2009-10-15,0.502772867679596
2009-11-15,1.186566948890686
2009-12-15,0.9512315988540649
2010-01-15,1.0363699197769165
2010-02-15,1.180782437324524
2010-03-15,0.8592270612716675
2010-04-15,1.0173752307891846
2010-05-15,0.7275594472885132
2010-06-15,0.7113635540008545
2010-07-15,0.9129430651664734
2010-08-15,0.772491455078125
2010-09-15,1.1962538957595825
2010-10-15,1.0651071071624756
2010-11-15,0.6218716502189636
2010-12-15,0.7916724681854248
2011-01-15,0.7766594290733337
2011-02-15,0.9316417574882507
2011-03-15,1.088054895401001
2011-04-15,1.1108126640319824
2011-05-15,1.6877261400222778
2011-06-15,0.6340871453285217
2011-07-15,0.6246211528778076
2011-08-15,0.86690354347229
2011-09-15,1.6661419868469238
2011-10-15,1.3045467138290405
2011-11-15,1.6182798147201538
2011-12-15,0.6548792719841003
2012-01-15,0.5227442979812622
2012-02-15,0.49279606342315674
2012-03-15,0.8618513941764832
2012-04-15,0.9610004425048828
2012-05-15,1.2910627126693726
2012-06-15,0.7345553636550903
2012-07-15,0.6487119793891907
2012-08-15,0.7624797224998474
2012-09-15,1.126785159111023
2012-10-15,0.9304492473602295
2012-11-15,1.1046638488769531
2012-12-15,0.9239444732666016
2013-01-15,0.6700133085250854
2013-02-15,0.8571586608886719
2013-03-15,0.5429180860519409
2013-04-15,1.0997072458267212
2013-05-15,1.719606876373291
2013-06-15,0.7001756429672241
2013-07-15,0.5355322957038879
2013-08-15,0.7139198780059814
2013-09-15,0.6269024610519409
2013-10-15,1.2850581407546997
2013-11-15,0.6162205338478088
2013-12-15,1.1279873847961426
2014-01-15,0.9904760718345642
2014-02-15,1.675227165222168
2014-03-15,0.8967553377151489
2014-04-15,1.02590012550354
2014-05-15,1.2271966934204102
2014-06-15,0.46315184235572815
2014-07-15,0.8306716084480286
2014-08-15,0.5847805738449097
2014-09-15,1.3944323062896729
2014-10-15,1.3078374862670898
