,0
2000-04-15,0.18862488865852356
2001-04-15,0.12517152975002924
2002-04-15,0.20959296325842539
2003-04-15,0.23484071592489877
2004-04-15,0.2227425624926885
2005-04-15,0.1245492547750473
2006-04-15,0.20193037887414297
2007-04-15,0.1212236260374387
2008-04-15,0.20257045328617096
2009-04-15,0.14350915948549905
2010-04-15,0.10332222282886505
2011-04-15,0.11195635050535202
2012-04-15,0.08983857681353886
2013-04-15,0.10487672686576843
2014-04-15,0.1307455077767372
2015-04-15,0.09039068222045898
2016-04-15,0.1400692736109098
2017-04-15,0.07234945520758629
2018-04-15,0.15529915690422058
2019-04-15,0.11490850274761517
