time,concNhno3
2000-01-15,0.0203225806451613
2000-02-15,0.03137931034482759
2000-03-15,0.04096774193548389
2000-04-15,0.075
2000-05-15,0.07193548387096775
2000-06-15,0.062333333333333345
2000-07-15,0.0267741935483871
2000-08-15,0.02806451612903227
2000-09-15,0.04400000000000001
2000-10-15,0.04258064516129033
2000-11-15,0.03766666666666669
2000-12-15,0.03419354838709679
2001-01-15,0.08064516129032258
2001-02-15,0.027500000000000007
2001-03-15,0.0812903225806452
2001-04-15,0.057000000000000016
2001-05-15,0.03866666666666667
2001-06-15,0.055333333333333345
2001-07-15,0.08322580645161289
2001-08-15,0.08258064516129032
2001-09-15,0.10961538461538461
2001-10-15,0.09300000000000001
2001-11-15,0.1423333333333333
2001-12-15,0.09193548387096774
2002-01-15,0.09999999999999999
2002-02-15,0.04571428571428573
2002-03-15,0.1009677419354839
2002-04-15,0.13166666666666668
2002-05-15,
2002-06-15,0.06033333333333334
2002-07-15,0.07258064516129036
2002-08-15,0.0820689655172414
2002-09-15,0.07233333333333336
2002-10-15,0.03548387096774195
2002-11-15,0.04433333333333334
2002-12-15,0.08967741935483871
2003-01-15,0.03967741935483873
2003-02-15,0.23392857142857149
2003-03-15,0.1293548387096774
2003-04-15,0.08433333333333333
2003-05-15,0.08935483870967742
2003-06-15,0.06633333333333336
2003-07-15,0.07612903225806453
2003-08-15,0.04451612903225807
2003-09-15,0.044666666666666674
2003-10-15,0.03451612903225807
2003-11-15,0.05233333333333335
2003-12-15,0.04064516129032259
2004-01-15,0.09451612903225808
2004-02-15,0.028965517241379315
2004-03-15,0.04448275862068967
2004-04-15,0.09299999999999999
2004-05-15,0.07322580645161293
2004-06-15,0.1056666666666667
2004-07-15,0.10032258064516128
2004-08-15,0.10366666666666664
2004-09-15,0.16266666666666652
2004-10-15,0.040322580645161296
2004-11-15,0.121
2004-12-15,0.04903225806451614
2005-01-15,0.05516129032258066
2005-02-15,0.15481481481481474
2005-03-15,0.07380952380952384
2005-04-15,0.18266666666666673
2005-05-15,0.13161290322580643
2005-06-15,0.10777777777777775
2005-07-15,0.09967741935483866
2005-08-15,0.07935483870967738
2005-09-15,0.08400000000000002
2005-10-15,0.08193548387096775
2005-11-15,0.02733333333333334
2005-12-15,0.03903225806451614
2006-01-15,0.12193548387096773
2006-02-15,0.06428571428571431
2006-03-15,0.06935483870967742
2006-04-15,0.04233333333333334
2006-05-15,0.16275862068965516
2006-06-15,0.2673333333333333
2006-07-15,0.14516129032258066
2006-08-15,0.10066666666666667
2006-09-15,0.09599999999999999
2006-10-15,0.04733333333333334
2006-11-15,0.03000000000000001
2006-12-15,0.02258064516129033
2007-01-15,0.029032258064516148
2007-02-15,0.08560000000000001
2007-03-15,0.08766666666666668
2007-04-15,0.07692307692307694
2007-05-15,0.03419354838709679
2007-06-15,0.055666666666666684
2007-07-15,0.05774193548387097
2007-08-15,0.027419354838709692
2007-09-15,0.03333333333333334
2007-10-15,0.027741935483870977
2007-11-15,0.036666666666666674
2007-12-15,0.03806451612903227
2008-01-15,0.030645161290322593
2008-02-15,0.04586206896551726
2008-03-15,0.03612903225806452
2008-04-15,0.08466666666666668
2008-05-15,0.06677419354838712
2008-06-15,0.046666666666666676
2008-07-15,0.07586206896551725
2008-08-15,0.04130434782608698
2008-09-15,0.03607142857142859
2008-10-15,0.036451612903225815
2008-11-15,0.030416666666666686
2008-12-15,0.04538461538461539
2009-01-15,0.10451612903225808
2009-02-15,0.06642857142857145
2009-03-15,0.05129032258064518
2009-04-15,0.14433333333333337
2009-05-15,0.1464285714285715
2009-06-15,0.05689655172413795
2009-07-15,0.10821428571428572
2009-08-15,0.10096774193548387
2009-09-15,0.06433333333333334
2009-10-15,0.026451612903225813
2009-11-15,0.05107142857142859
2009-12-15,0.071
2010-01-15,0.17709677419354833
2010-02-15,0.13892857142857146
2010-03-15,0.038709677419354854
2010-04-15,0.05900000000000002
2010-05-15,0.06225806451612905
2010-06-15,0.073
2010-07-15,0.13032258064516125
2010-08-15,0.06677419354838711
2010-09-15,0.04933333333333335
2010-10-15,0.05709677419354841
2010-11-15,0.044333333333333336
2010-12-15,0.07774193548387098
2011-01-15,0.048709677419354856
2011-02-15,0.10214285714285713
2011-03-15,0.12580645161290321
2011-04-15,0.30799999999999994
2011-05-15,0.08870967741935484
2011-06-15,0.08633333333333335
2011-07-15,0.07032258064516131
2011-08-15,0.05806451612903228
2011-09-15,0.08333333333333334
2011-10-15,0.14466666666666664
2011-11-15,0.097
2011-12-15,0.1264516129032258
2012-01-15,0.15740740740740744
2012-02-15,0.22230769230769232
2012-03-15,0.0874193548387097
2012-04-15,0.14130434782608695
2012-05-15,0.2770967741935484
2012-06-15,0.133
2012-07-15,0.2615384615384616
2012-08-15,0.22580645161290322
2012-09-15,0.05766666666666668
2012-10-15,0.15774193548387103
2012-11-15,0.12517241379310345
2012-12-15,0.05129032258064518
2013-01-15,0.1519354838709677
2013-02-15,0.09142857142857141
2013-03-15,0.08741935483870966
2013-04-15,0.06133333333333334
2013-05-15,0.08566666666666668
2013-06-15,0.060000000000000005
2013-07-15,0.07903225806451616
2013-08-15,0.1564516129032258
2013-09-15,0.0676666666666667
2013-10-15,0.03129032258064517
2013-11-15,0.02800000000000001
2013-12-15,0.046129032258064535
2014-01-15,0.1274193548387097
2014-02-15,0.08642857142857141
2014-03-15,0.09399999999999999
2014-04-15,0.05900000000000003
2014-05-15,0.06677419354838711
2014-06-15,0.06566666666666669
2014-07-15,0.0945161290322581
2014-08-15,0.12870967741935485
2014-09-15,0.14666666666666667
2014-10-15,0.12903225806451613
2014-11-15,0.0959259259259259
2014-12-15,0.052258064516129056
2015-01-15,0.04935483870967745
2015-02-15,0.07346153846153848
2015-03-15,0.03360000000000001
2015-04-15,0.06740740740740743
2015-05-15,0.052580645161290344
2015-06-15,0.07478260869565219
2015-07-15,0.10451612903225807
2015-08-15,0.10153846153846152
2015-09-15,0.03033333333333334
2015-10-15,0.04161290322580647
2015-11-15,0.032333333333333346
2015-12-15,0.024516129032258072
2016-01-15,0.049354838709677426
2016-02-15,0.027000000000000003
2016-03-15,0.04535714285714287
2016-04-15,0.026333333333333344
2016-05-15,0.08387096774193548
2016-06-15,0.07153846153846156
2016-07-15,0.0525
2016-08-15,0.03967741935483871
2016-09-15,0.07266666666666667
2016-10-15,0.024193548387096777
2016-11-15,0.02
