,0
2000-06-15,0.7789035244922342
2001-06-15,0.7632709665195762
2002-06-15,0.8942553763440861
2003-06-15,0.917400923866024
2004-06-15,0.8085035636303711
2005-06-15,0.8459720640511796
2006-06-15,0.9952995435845825
2007-06-15,0.8207398851457528
2008-06-15,0.7132600420219998
2009-06-15,0.642520737327189
2010-06-15,0.7871240730441231
2011-06-15,0.8474558364378999
2012-06-15,0.7542853479174392
2013-06-15,0.7401178699436765
2014-06-15,0.6905762288786482
2015-06-15,0.7032189513921994
2016-06-15,0.5700191725373872
2017-06-15,0.669867169429878
2018-06-15,0.617562176668962
2019-06-15,
