time,concNtno3
2000-01-15,0.11866666666666661
2000-02-15,0.05586206896551726
2000-03-15,0.03645161290322582
2000-04-15,0.1524137931034482
2000-05-15,0.3403448275862069
2000-06-15,0.037931034482758634
2000-07-15,0.036129032258064527
2000-08-15,0.023000000000000007
2000-09-15,0.0317241379310345
2000-10-15,0.058666666666666686
2000-11-15,0.059285714285714296
2000-12-15,0.03580645161290324
2001-01-15,0.05838709677419356
2001-02-15,0.04321428571428574
2001-03-15,0.09838709677419358
2001-04-15,0.043000000000000024
2001-05-15,0.05419354838709679
2001-06-15,0.1948
2001-07-15,0.1216129032258064
2001-08-15,0.2248387096774193
2001-09-15,0.08482758620689657
2001-10-15,0.2680645161290321
2001-11-15,0.08899999999999997
2001-12-15,0.07451612903225806
2002-01-15,0.05714285714285716
2002-02-15,0.17892857142857146
2002-03-15,0.05870967741935485
2002-04-15,0.09200000000000003
2002-05-15,0.07173913043478262
2002-06-15,0.05733333333333336
2002-07-15,0.06322580645161294
2002-08-15,0.06548387096774194
2002-09-15,0.05200000000000001
2002-10-15,0.03300000000000001
2002-11-15,0.041333333333333354
2002-12-15,0.05566666666666669
2003-01-15,0.08838709677419355
2003-02-15,0.34464285714285714
2003-03-15,0.21096774193548387
2003-04-15,0.13266666666666665
2003-05-15,0.08870967741935483
2003-06-15,0.07700000000000001
2003-07-15,0.08580645161290325
2003-08-15,0.09645161290322576
2003-09-15,0.1689999999999999
2003-10-15,0.026129032258064525
2003-11-15,0.08000000000000002
2003-12-15,0.07258064516129034
2004-01-15,0.07566666666666669
2004-02-15,0.054137931034482764
2004-03-15,0.0403225806451613
2004-04-15,0.26233333333333325
2004-05-15,0.06935483870967743
2004-06-15,0.04833333333333335
2004-07-15,0.03700000000000001
2004-08-15,0.051935483870967754
2004-09-15,0.03500000000000002
2004-10-15,0.03516129032258066
2004-11-15,0.02266666666666668
2004-12-15,0.0406451612903226
2005-01-15,0.03774193548387098
2005-02-15,0.2646428571428571
2005-03-15,0.2719354838709678
2005-04-15,0.06066666666666669
2005-05-15,0.06903225806451613
2005-06-15,0.04933333333333334
2005-07-15,0.0403225806451613
2005-08-15,0.04266666666666668
2005-09-15,0.07733333333333332
2005-10-15,0.059354838709677435
2005-11-15,0.046333333333333344
2005-12-15,0.07096774193548387
2006-01-15,0.06000000000000002
2006-02-15,0.13296296296296295
2006-03-15,0.08566666666666668
2006-04-15,0.09799999999999999
2006-05-15,0.13516129032258056
2006-06-15,0.055333333333333345
2006-07-15,0.12419354838709672
2006-08-15,0.05916666666666668
2006-09-15,0.060666666666666674
2006-10-15,0.027666666666666676
2006-11-15,0.05233333333333334
2006-12-15,0.03935483870967744
2007-01-15,0.027741935483870973
2007-02-15,0.058214285714285725
2007-03-15,0.061290322580645186
2007-04-15,0.039333333333333345
2007-05-15,0.03193548387096776
2007-06-15,0.032333333333333346
2007-07-15,0.0438709677419355
2007-08-15,0.048064516129032266
2007-09-15,0.039333333333333345
2007-10-15,0.025806451612903233
2007-11-15,0.03733333333333335
2007-12-15,0.05066666666666667
2008-01-15,0.07272727272727274
2008-02-15,0.1878571428571428
2008-03-15,0.07903225806451614
2008-04-15,0.07200000000000002
2008-05-15,0.10322580645161285
2008-06-15,0.12000000000000001
2008-07-15,0.04517241379310346
2008-08-15,0.020967741935483883
2008-09-15,0.030666666666666675
2008-10-15,0.028709677419354852
2008-11-15,0.033000000000000015
2008-12-15,0.05258064516129034
2009-01-15,0.056451612903225805
2009-02-15,0.0417857142857143
2009-03-15,0.08129032258064516
2009-04-15,0.06133333333333334
2009-05-15,0.04838709677419356
2009-06-15,0.04166666666666668
2009-07-15,0.03903225806451614
2009-08-15,0.04300000000000002
2009-09-15,0.08699999999999998
2009-10-15,0.01741935483870968
2009-11-15,0.039000000000000014
2009-12-15,0.03967741935483871
2010-01-15,0.05290322580645163
2010-02-15,0.05142857142857145
2010-03-15,0.04451612903225809
2010-04-15,0.04500000000000002
2010-05-15,0.03133333333333334
2010-06-15,0.030000000000000006
2010-07-15,0.055483870967741954
2010-08-15,0.03266666666666668
2010-09-15,0.02600000000000001
2010-10-15,0.02741935483870969
2010-11-15,0.021481481481481487
2010-12-15,0.04322580645161292
2011-01-15,0.033870967741935494
2011-02-15,0.06750000000000002
2011-03-15,0.05645161290322582
2011-04-15,0.061666666666666675
2011-05-15,0.0403225806451613
2011-06-15,0.043333333333333356
2011-07-15,0.05354838709677421
2011-08-15,0.02774193548387097
2011-09-15,0.036666666666666674
2011-10-15,0.030645161290322593
2011-11-15,0.026666666666666675
2011-12-15,0.03451612903225807
2012-01-15,0.037096774193548405
2012-02-15,0.041034482758620705
2012-03-15,0.03967741935483873
2012-04-15,0.037000000000000005
2012-05-15,0.03677419354838711
2012-06-15,0.029000000000000012
2012-07-15,0.02645161290322582
2012-08-15,0.01838709677419356
2012-09-15,0.01866666666666667
2012-10-15,0.015000000000000008
2012-11-15,0.02300000000000001
2012-12-15,0.0406451612903226
2013-01-15,0.025161290322580656
2013-02-15,0.024400000000000005
2013-03-15,0.02633333333333334
2013-04-15,0.054666666666666676
2013-05-15,0.10032258064516125
2013-06-15,0.03766666666666669
2013-07-15,0.07774193548387097
2013-08-15,0.03806451612903228
2013-09-15,0.03142857142857144
2013-10-15,0.016774193548387103
2013-11-15,0.019655172413793113
2013-12-15,0.04419354838709679
2014-01-15,0.04161290322580648
2014-02-15,0.07666666666666669
2014-03-15,0.0538709677419355
2014-04-15,0.04566666666666668
2014-05-15,0.040322580645161296
2014-06-15,0.03333333333333335
