time,concNnh3
2016-11-15,0.21176612377166748
2016-12-15,0.1696307361125946
2017-01-15,0.23120704293251038
2017-02-15,0.24705606698989868
2017-03-15,0.2380441576242447
2017-04-15,0.5862428545951843
2017-05-15,0.9693735837936401
2017-06-15,0.3399012088775635
2017-07-15,0.4972068667411804
2017-08-15,0.482812762260437
2017-09-15,0.8232026696205139
2017-10-15,0.5004787445068359
2017-11-15,0.37772369384765625
2017-12-15,0.227316215634346
2018-01-15,0.19817636907100677
2018-02-15,0.2221101075410843
2018-03-15,0.13691921532154083
2018-04-15,0.35719361901283264
2018-05-15,0.8425425887107849
2018-06-15,0.40067794919013977
2018-07-15,0.48602497577667236
2018-08-15,0.500572144985199
2018-09-15,0.6791365146636963
2018-10-15,0.48639434576034546
2018-11-15,0.1769324243068695
2018-12-15,0.37448209524154663
