time,concpm10
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,20.70725440979004
2002-02-15,9.575427055358887
2002-03-15,16.128787994384766
2002-04-15,15.237561225891113
2002-05-15,15.2724609375
2002-06-15,9.497845649719238
2002-07-15,11.202235221862793
2002-08-15,10.641790390014648
2002-09-15,11.372384071350098
2002-10-15,12.212915420532227
2002-11-15,18.957548141479492
2002-12-15,22.975055694580078
2003-01-15,18.19480323791504
2003-02-15,16.124385833740234
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,13.005964279174805
2003-11-15,19.191434860229492
2003-12-15,18.91983413696289
2004-01-15,14.127516746520996
2004-02-15,13.859078407287598
2004-03-15,14.696276664733887
2004-04-15,13.051566123962402
2004-05-15,13.851584434509277
2004-06-15,10.97603702545166
2004-07-15,8.89465618133545
2004-08-15,8.843500137329102
2004-09-15,10.772313117980957
2004-10-15,13.987369537353516
2004-11-15,15.595206260681152
2004-12-15,23.04680061340332
2005-01-15,13.565075874328613
2005-02-15,17.133756637573242
2005-03-15,17.479217529296875
2005-04-15,14.610455513000488
2005-05-15,13.011940956115723
2005-06-15,8.626076698303223
2005-07-15,9.26191234588623
2005-08-15,11.369441986083984
2005-09-15,16.46198081970215
2005-10-15,20.325475692749023
2005-11-15,18.12883949279785
2005-12-15,15.50808048248291
2006-01-15,24.107585906982422
2006-02-15,15.4395751953125
2006-03-15,13.194616317749023
2006-04-15,14.308021545410156
2006-05-15,11.702629089355469
2006-06-15,11.01598072052002
2006-07-15,10.175755500793457
2006-08-15,7.385242938995361
2006-09-15,16.179216384887695
2006-10-15,14.880468368530273
2006-11-15,14.681355476379395
2006-12-15,16.381078720092773
2007-01-15,10.484224319458008
2007-02-15,14.74241828918457
2007-03-15,14.385202407836914
2007-04-15,13.147811889648438
2007-05-15,10.78232192993164
2007-06-15,9.366416931152344
2007-07-15,7.682334899902344
2007-08-15,10.707562446594238
2007-09-15,11.98929214477539
2007-10-15,16.51527976989746
2007-11-15,14.399175643920898
2007-12-15,17.16966438293457
2008-01-15,14.245372772216797
2008-02-15,17.61844825744629
2008-03-15,9.461814880371094
2008-04-15,10.593525886535645
2008-05-15,10.509446144104004
2008-06-15,7.893055438995361
2008-07-15,7.975135803222656
2008-08-15,7.939959526062012
2008-09-15,11.313749313354492
2008-10-15,15.505093574523926
2008-11-15,19.310697555541992
2008-12-15,18.277420043945312
2009-01-15,21.614030838012695
2009-02-15,14.267928123474121
2009-03-15,11.416516304016113
2009-04-15,15.001875877380371
2009-05-15,10.819497108459473
2009-06-15,6.542636871337891
2009-07-15,7.260209083557129
2009-08-15,8.979835510253906
2009-09-15,12.084264755249023
2009-10-15,10.812058448791504
2009-11-15,12.004560470581055
2009-12-15,13.575698852539062
2010-01-15,19.448328018188477
2010-02-15,16.32628059387207
2010-03-15,10.978837013244629
2010-04-15,10.958293914794922
2010-05-15,10.451541900634766
2010-06-15,8.59637451171875
2010-07-15,8.395163536071777
2010-08-15,6.772476673126221
2010-09-15,10.542559623718262
2010-10-15,12.22788143157959
2010-11-15,12.125454902648926
2010-12-15,16.14540672302246
2011-01-15,15.37410831451416
2011-02-15,16.14246368408203
2011-03-15,15.760274887084961
2011-04-15,12.074654579162598
2011-05-15,8.426131248474121
2011-06-15,5.811305522918701
2011-07-15,6.2048726081848145
2011-08-15,10.50124454498291
2011-09-15,12.86381721496582
2011-10-15,14.89866828918457
2011-11-15,26.131607055664062
2011-12-15,10.22999095916748
2012-01-15,11.482948303222656
2012-02-15,15.120230674743652
2012-03-15,13.784355163574219
2012-04-15,10.426218032836914
2012-05-15,9.300164222717285
2012-06-15,6.083950042724609
2012-07-15,6.552210330963135
2012-08-15,8.687118530273438
2012-09-15,9.982895851135254
2012-10-15,13.385494232177734
2012-11-15,17.320701599121094
2012-12-15,13.113601684570312
2013-01-15,12.489348411560059
2013-02-15,14.94009017944336
2013-03-15,12.701947212219238
2013-04-15,11.47792911529541
2013-05-15,10.068490982055664
2013-06-15,7.812471866607666
2013-07-15,7.816206455230713
2013-08-15,8.48698616027832
2013-09-15,9.443353652954102
2013-10-15,9.879462242126465
2013-11-15,12.554835319519043
2013-12-15,14.348594665527344
2014-01-15,13.126704216003418
2014-02-15,10.639662742614746
2014-03-15,15.198770523071289
2014-04-15,11.98918628692627
2014-05-15,6.783339977264404
2014-06-15,7.0937418937683105
2014-07-15,6.798079013824463
2014-08-15,6.726434230804443
2014-09-15,13.614408493041992
2014-10-15,14.114065170288086
2014-11-15,17.998350143432617
2014-12-15,12.563886642456055
2015-01-15,13.546290397644043
2015-02-15,17.564308166503906
2015-03-15,11.382092475891113
2015-04-15,8.597959518432617
2015-05-15,8.282785415649414
2015-06-15,7.119773864746094
2015-07-15,7.11008882522583
2015-08-15,10.40225601196289
2015-09-15,7.240131855010986
2015-10-15,16.380826950073242
2015-11-15,11.15604019165039
2015-12-15,15.86320972442627
2016-01-15,13.565930366516113
2016-02-15,9.654885292053223
2016-03-15,9.598726272583008
2016-04-15,8.931416511535645
2016-05-15,8.295373916625977
2016-06-15,6.272968769073486
2016-07-15,6.025401592254639
2016-08-15,6.671704292297363
