time,concno2
2017-01-15,5.348197937011719
2017-02-15,3.4471864700317383
2017-03-15,2.122396945953369
2017-04-15,1.7681785821914673
2017-05-15,2.1598148345947266
2017-06-15,1.9670206308364868
2017-07-15,2.7097694873809814
2017-08-15,2.966632843017578
2017-09-15,1.7630672454833984
2017-10-15,1.8487889766693115
2017-11-15,3.9902184009552
2017-12-15,3.010456085205078
2018-01-15,4.236608028411865
2018-02-15,4.277284145355225
2018-03-15,1.7987538576126099
2018-04-15,2.1287193298339844
2018-05-15,3.5358903408050537
2018-06-15,2.1962335109710693
2018-07-15,3.096609115600586
2018-08-15,3.4801366329193115
2018-09-15,2.5603363513946533
2018-10-15,3.3759255409240723
2018-11-15,4.412996768951416
2018-12-15,2.3531527519226074
2019-01-15,2.2137203216552734
