time,wetoxn
2000-01-15,
2000-02-15,787.0866666666664
2000-03-15,
2000-04-15,1247.4713666666664
2000-05-15,
2000-06-15,907.776033333333
2000-07-15,542.3967999999999
2000-08-15,763.873733333333
2000-09-15,1169.7497999999996
2000-10-15,920.8601999999996
2000-11-15,
2000-12-15,740.2319999999997
2001-01-15,
2001-02-15,1004.5618999999997
2001-03-15,709.5946666666666
2001-04-15,1166.991233333333
2001-05-15,
2001-06-15,761.6530666666665
2001-07-15,1677.4009999999994
2001-08-15,505.0841333333331
2001-09-15,1408.5579999999995
2001-10-15,
2001-11-15,1045.4009999999996
2001-12-15,0.0
2002-01-15,829.5242666666664
2002-02-15,339.7207999999999
2002-03-15,953.2288999999996
2002-04-15,692.4623999999997
2002-05-15,892.8746666666664
2002-06-15,1478.3208999999997
2002-07-15,1508.8341333333328
2002-08-15,0.0
2002-09-15,472.1374999999999
2002-10-15,1620.0773333333325
2002-11-15,1090.1818666666663
2002-12-15,
2003-01-15,159.89306666666658
2003-02-15,372.7240333333332
2003-03-15,461.9782999999998
2003-04-15,1895.7570666666659
2003-05-15,1382.1087999999993
2003-06-15,1202.7191666666663
2003-07-15,
2003-08-15,614.3984666666664
2003-09-15,589.5623333333331
2003-10-15,206.78106666666656
2003-11-15,943.8584999999996
2003-12-15,
2004-01-15,1116.0269999999996
2004-02-15,585.4230666666666
2004-03-15,878.8387666666663
2004-04-15,1265.9619999999995
2004-05-15,907.4182888888886
2004-06-15,1318.0181333333328
2004-07-15,
2004-08-15,470.2726666666665
2004-09-15,852.593333333333
2004-10-15,400.7747333333332
2004-11-15,263.63733333333323
2004-12-15,
2005-01-15,442.8077999999998
2005-02-15,955.018533333333
2005-03-15,872.1746999999997
2005-04-15,
2005-05-15,1331.9957333333332
2005-06-15,665.1519999999998
2005-07-15,186.81926666666658
2005-08-15,527.5268333333331
2005-09-15,209.17819999999992
2005-10-15,602.0910666666664
2005-11-15,472.9985999999999
2005-12-15,
2006-01-15,507.8780333333331
2006-02-15,779.3290666666666
2006-03-15,680.2137666666663
2006-04-15,
2006-05-15,607.5422999999996
2006-06-15,754.0947333333331
2006-07-15,1410.0959999999998
2006-08-15,724.5058666666664
2006-09-15,657.5019999999998
2006-10-15,770.0031333333332
2006-11-15,809.1123999999998
2006-12-15,1106.2367999999994
2007-01-15,943.196133333333
2007-02-15,97.26179999999997
2007-03-15,881.4119999999998
2007-04-15,
2007-05-15,1009.680733333333
2007-06-15,630.7233999999997
2007-07-15,295.51839999999993
2007-08-15,0.0
2007-09-15,84.46466666666664
2007-10-15,716.6771666666666
2007-11-15,536.1641333333332
2007-12-15,
2008-01-15,741.5319333333331
2008-02-15,788.3166666666663
2008-03-15,580.7051333333332
