time,wetoxs
2017-02-15,57.31694793701172
2017-03-15,129.62924194335938
2017-04-15,118.0362777709961
2017-05-15,131.1341552734375
2017-06-15,171.03392028808594
2017-07-15,151.63311767578125
2017-08-15,205.9826202392578
2017-09-15,114.49979400634766
2017-10-15,70.77674865722656
2017-11-15,155.6128692626953
2017-12-15,79.16436767578125
2018-01-15,73.79913330078125
2018-02-15,61.96026611328125
2018-03-15,71.22530364990234
2018-04-15,61.09892272949219
2018-05-15,129.88612365722656
2018-06-15,132.5648193359375
2018-07-15,119.59507751464844
2018-08-15,160.16561889648438
2018-09-15,61.190486907958984
2018-10-15,58.56575012207031
2018-11-15,117.79056549072266
2018-12-15,89.2267837524414
2019-01-15,75.75263977050781
2019-02-15,98.2492904663086
2019-03-15,230.23641967773438
2019-04-15,43.05902099609375
