time,wetoxs
2000-01-15,883.70166015625
2000-02-15,861.9779663085938
2000-03-15,984.3699951171875
2000-04-15,1044.16162109375
2000-05-15,1287.649169921875
2000-06-15,2934.74169921875
2000-07-15,1804.08740234375
2000-08-15,3502.666015625
2000-09-15,811.2906494140625
2000-10-15,1171.2286376953125
2000-11-15,605.1785278320312
2000-12-15,569.6134033203125
2001-01-15,740.7349853515625
2001-02-15,938.288330078125
2001-03-15,1244.758544921875
2001-04-15,1367.5733642578125
2001-05-15,1826.2099609375
2001-06-15,1293.4542236328125
2001-07-15,2070.789306640625
2001-08-15,1333.4957275390625
2001-09-15,1485.45068359375
2001-10-15,442.14794921875
2001-11-15,659.1425170898438
2001-12-15,678.8817138671875
2002-01-15,413.3552551269531
2002-02-15,1019.3720703125
2002-03-15,709.627197265625
2002-04-15,927.23779296875
2002-05-15,924.4256591796875
2002-06-15,1982.6160888671875
2002-07-15,1538.087890625
2002-08-15,1531.9169921875
2002-09-15,886.646240234375
2002-10-15,910.5643310546875
2002-11-15,914.9362182617188
2002-12-15,1036.635498046875
2003-01-15,540.2327880859375
2003-02-15,539.5935668945312
2003-03-15,574.3889770507812
2003-04-15,1087.2335205078125
2003-05-15,1438.2144775390625
2003-06-15,1616.2137451171875
2003-07-15,1499.59765625
2003-08-15,1499.7562255859375
2003-09-15,706.8403930664062
2003-10-15,819.7730712890625
2003-11-15,290.15283203125
2003-12-15,636.5330200195312
2004-01-15,836.0363159179688
2004-02-15,531.9035034179688
2004-03-15,1030.467529296875
2004-04-15,1125.3265380859375
2004-05-15,1075.0186767578125
2004-06-15,1182.88330078125
2004-07-15,2123.755126953125
2004-08-15,1178.2154541015625
2004-09-15,365.962646484375
2004-10-15,1215.3892822265625
2004-11-15,709.7709350585938
2004-12-15,557.4468383789062
2005-01-15,700.6876220703125
2005-02-15,807.8496704101562
2005-03-15,954.4439697265625
2005-04-15,1271.7181396484375
2005-05-15,913.738525390625
2005-06-15,1081.535888671875
2005-07-15,2234.53662109375
2005-08-15,1150.7218017578125
2005-09-15,564.7975463867188
2005-10-15,319.2427978515625
2005-11-15,358.5739440917969
2005-12-15,531.5132446289062
2006-01-15,449.7046813964844
2006-02-15,350.4190979003906
2006-03-15,996.9398803710938
2006-04-15,1079.02685546875
2006-05-15,1048.9451904296875
2006-06-15,1123.653076171875
2006-07-15,1328.0755615234375
2006-08-15,1004.741943359375
2006-09-15,917.923583984375
2006-10-15,463.0584411621094
2006-11-15,332.8529357910156
2006-12-15,423.6952819824219
2007-01-15,564.21630859375
2007-02-15,428.66717529296875
2007-03-15,878.9677734375
2007-04-15,792.5833740234375
2007-05-15,1002.9361572265625
2007-06-15,1242.952880859375
2007-07-15,1439.061767578125
2007-08-15,726.3834228515625
2007-09-15,936.4736328125
2007-10-15,392.678955078125
2007-11-15,594.1416015625
2007-12-15,423.217041015625
2008-01-15,177.69100952148438
2008-02-15,128.04977416992188
2008-03-15,634.9434814453125
2008-04-15,711.01708984375
2008-05-15,610.8378295898438
2008-06-15,778.1652221679688
2008-07-15,856.2210083007812
2008-08-15,972.3809814453125
2008-09-15,382.21038818359375
2008-10-15,332.09442138671875
2008-11-15,477.7161865234375
2008-12-15,403.1604919433594
2009-01-15,270.7165222167969
2009-02-15,520.0260009765625
2009-03-15,581.573486328125
2009-04-15,569.0343017578125
2009-05-15,1422.943603515625
2009-06-15,673.2543334960938
2009-07-15,1271.3167724609375
2009-08-15,436.65924072265625
2009-09-15,512.3421020507812
2009-10-15,365.4463195800781
2009-11-15,356.322998046875
2009-12-15,545.838623046875
2010-01-15,313.10791015625
2010-02-15,622.789794921875
2010-03-15,361.95574951171875
2010-04-15,
2010-05-15,767.8314819335938
2010-06-15,1165.4031982421875
2010-07-15,1160.31298828125
2010-08-15,591.44970703125
2010-09-15,282.552978515625
2010-10-15,317.9818420410156
2010-11-15,430.71771240234375
2010-12-15,456.1269226074219
2011-01-15,199.58287048339844
2011-02-15,212.56748962402344
2011-03-15,272.8763427734375
2011-04-15,302.52923583984375
2011-05-15,539.3423461914062
2011-06-15,425.7156677246094
2011-07-15,674.9447631835938
2011-08-15,824.1115112304688
2011-09-15,579.7124633789062
2011-10-15,208.48516845703125
2011-11-15,1.9247331619262695
2011-12-15,450.7434387207031
2012-01-15,461.9456787109375
2012-02-15,527.4280395507812
2012-03-15,213.3907470703125
2012-04-15,695.6292114257812
2012-05-15,518.567138671875
2012-06-15,540.5344848632812
2012-07-15,748.0734252929688
2012-08-15,1242.853271484375
2012-09-15,509.84649658203125
2012-10-15,365.09393310546875
2012-11-15,265.2850036621094
2012-12-15,474.1443786621094
2013-01-15,205.71791076660156
2013-02-15,475.24566650390625
2013-03-15,257.880126953125
2013-04-15,761.8211059570312
2013-05-15,440.96343994140625
2013-06-15,686.98193359375
2013-07-15,693.2429809570312
2013-08-15,816.7048950195312
2013-09-15,476.9674987792969
2013-10-15,415.95391845703125
2013-11-15,398.0072021484375
2013-12-15,147.7913818359375
2014-01-15,198.34124755859375
2014-02-15,219.65802001953125
2014-03-15,122.03226470947266
2014-04-15,314.7268371582031
2014-05-15,430.0285949707031
2014-06-15,737.5342407226562
2014-07-15,490.79290771484375
2014-08-15,484.99615478515625
2014-09-15,829.2599487304688
2014-10-15,550.2440185546875
2014-11-15,326.38433837890625
2014-12-15,310.0684814453125
2015-01-15,255.4281005859375
2015-02-15,272.1276550292969
2015-03-15,235.48036193847656
2015-04-15,243.85203552246094
2015-05-15,375.2133483886719
2015-06-15,370.9286804199219
2015-07-15,512.7169799804688
