,var,station_id,station_name,latitude,longitude,altitude,unit,freq,framework,matrix
0,concCecpm25,CY0002R,Agia Marina Xyliatou ; Cyprus Atmospheric Observatory,35.0381,33.0578,520.0,ug C m-3,monthly,EMEP,pm25
1,concCecpm25,ES0019U,Barcelona,41.39,2.116111,81.5,ug C m-3,monthly,ACTRIS CAMPAIGN COLOSSAL EMEP,pm25
2,concCecpm25,NO0002R;NO0001R,Birkenes II,58.38853,8.252,223.0,ug C m-3,monthly,ACTRIS EMEP GAW-WDCA;ACTRIS EMEP GAW-WDCA NILU;EMEP NILU;EMEP EUSAAR GAW-WDCA NILU,pm25
3,concCecpm25,NL0644R,Cabauw Wielsekade,51.974444,4.923611,3.0,ug C m-3,monthly,EMEP,pm25
4,concCecpm25,NL0011R,Cabauw Zijdeweg,51.970278,4.926389,1.0,ug C m-3,monthly,EMEP,pm25
5,concCecpm25,PL0005R,Diabla Gora,54.15,22.066667,159.0,ug C m-3,monthly,EMEP,pm25
6,concCecpm25,FR0008R,Donon,48.5,7.133333,778.0,ug C m-3,monthly,EMEP,pm25
7,concCecpm25,ES0014R,Els Torms,41.39389,0.73472,471.5,ug C m-3,monthly,EMEP,pm25
8,concCecpm25,FR0024R,Guipry,47.831888889,-1.836333333,32.45,ug C m-3,monthly,EMEP,pm25
9,concCecpm25,NO0056R,Hurdal,60.372386,11.078142,304.0,ug C m-3,monthly,ACTRIS EMEP GAW-WDCA;ACTRIS EMEP NILU GAW-WDCA,pm25
10,concCecpm25,AT0002R,Illmitz,47.7666664124,16.7666664124,117.0,ug C m-3,monthly,EMEP;ACTRIS CAMPAIGN COLOSSAL EMEP,pm25
11,concCecpm25,SI0008R,Iskrba,45.566667,14.866667,525.0,ug C m-3,monthly,EMEP,pm25
12,concCecpm25,IT0004R,Ispra,45.8,8.633333,215.5,ug C m-3,monthly,ACTRIS EMEP GAW-WDCA;EMEP EUSAAR GAW-WDCA;ACTRIS CAMPAIGN COLOSSAL EMEP GAW-WDCA,pm25
13,concCecpm25,CZ0003R,Kosetice (NOAK),49.573394,15.080278,539.0,ug C m-3,monthly,ACTRIS EMEP GAW-WDCA;ACTRIS EMEP EUSAAR GAW-WDCA,pm25
14,concCecpm25,NO0039R,Kårvatn,62.783333,8.883333,210.0,ug C m-3,monthly,ACTRIS EMEP GAW-WDCA;ACTRIS EMEP NILU GAW-WDCA,pm25
15,concCecpm25,DE0044R,Melpitz,51.5255,12.9277,90.0,ug C m-3,monthly,ACTRIS EMEP;ACTRIS EMEP GAW-WDCA,pm25
16,concCecpm25,ES1778R,Montseny,41.766667,2.35,704.0,ug C m-3,monthly,ACTRIS EMEP GAW-WDCA;EMEP EUSAAR GAW-WDCA,pm25
17,concCecpm25,DE0007R,Neuglobsow,53.166667,13.033333,63.6,ug C m-3,monthly,EMEP,pm25
18,concCecpm25,FR0022R,Observatoire Perenne de l'Environnement,48.5622222222,5.50555555556,396.0,ug C m-3,monthly,ACTRIS EMEP GAW-WDCA,pm25
19,concCecpm25,FI0036R,Pallas (Matorova),68.0,24.237222222,344.0,ug C m-3,monthly,ACTRIS CAMPAIGN COLOSSAL EMEP GAW-WDCA,pm25
20,concCecpm25,CH0002R,Payerne,46.813056,6.944722,494.2,ug C m-3,monthly,EMEP;EMEP ACTRIS,pm25
21,concCecpm25,FR0013R,Peyrusse Vieille,43.616667,0.183333,203.0,ug C m-3,monthly,EMEP,pm25
22,concCecpm25,FR0009R,Revin,49.9,4.633333,393.0,ug C m-3,monthly,EMEP,pm25
23,concCecpm25,FR0020R,SIRTA Atmospheric Research Observatory,48.7086111111,2.15888888889,164.5,ug C m-3,monthly,ACTRIS EMEP GAW-WDCA,pm25
24,concCecpm25,FR0023R,Saint-Nazaire-le-Désert,44.569444444,5.278972222,608.0,ug C m-3,monthly,EMEP,pm25
25,concCecpm25,ES0001R,San Pablo de los Montes,39.54694,-4.35056,917.0,ug C m-3,monthly,EMEP,pm25
26,concCecpm25,DE0008R,Schmücke,50.65,10.766667,939.7,ug C m-3,monthly,EMEP,pm25
27,concCecpm25,FR0025R,Verneuil,46.814727778,2.610008333,185.0,ug C m-3,monthly,EMEP,pm25
28,concCecpm25,DE0002R,Waldhof,52.802222,10.759444,75.6,ug C m-3,monthly,EMEP,pm25
29,concCecpm25,ES0012R,Zarra,39.08278,-1.10111,886.5,ug C m-3,monthly,EMEP,pm25
30,concCecpm25,PL0009R,Zielonka,53.662117,17.934017,123.0,ug C m-3,monthly,EMEP,pm25
31,concCecpm25,DE0009R,Zingst,54.4368,12.7249,2.6,ug C m-3,monthly,EMEP,pm25
