,var,station_id,station_name,latitude,longitude,altitude,unit,freq,framework,matrix
0,wetoxs,DK0008R,Anholt,56.716667,11.516667,40.0,ug S m-2 d-1,monthly,EMEP HELCOM,
1,wetoxs,SE0012R,Aspvreten,58.8,17.383333,20.0,ug S m-2 d-1,monthly,EMEP HELCOM,
2,wetoxs,GB0048R,Auchencorth Moss,55.79216,-3.2429,260.0,ug S m-2 d-1,monthly,EMEP,
3,wetoxs,ES0011R,Barcarrota,38.47278,-6.92361,393.0,ug S m-2 d-1,monthly,EMEP,
4,wetoxs,PT0001R,Braganca,41.816667,-6.766667,690.0,ug S m-2 d-1,monthly,EMEP,
5,wetoxs,ES0010R,Cabo de Creus,42.31917,3.31583,76.0,ug S m-2 d-1,monthly,EMEP,
6,wetoxs,GB1055R,Chilbolton Observatory,51.149617,-1.438228,78.0,ug S m-2 d-1,monthly,EMEP,
7,wetoxs,RU0018R,Danki,54.9,37.8,150.0,ug S m-2 d-1,monthly,EMEP,
8,wetoxs,NL0091R,De Zilk,52.3,4.5,4.0,ug S m-2 d-1,monthly,EMEP,
9,wetoxs,DE0004R,Deuselbach,49.764722,7.051944,480.0,ug S m-2 d-1,monthly,EMEP,
10,wetoxs,PL0005R,Diabla Gora,54.15,22.066667,158.5,ug S m-2 d-1,monthly,EMEP,
11,wetoxs,FR0008R,Donon,48.5,7.133333,775.0,ug S m-2 d-1,monthly,EMEP,
12,wetoxs,ES0014R,Els Torms,41.39389,0.73472,470.0,ug S m-2 d-1,monthly,EMEP,
13,wetoxs,GB0002R,Eskdalemuir,55.313056,-3.204167,243.0,ug S m-2 d-1,monthly,EMEP;EMEP CAMP,
14,wetoxs,HU0003R,Farkasfa,46.91,16.32,313.0,ug S m-2 d-1,monthly,EMEP,
15,wetoxs,IE0007R,Glenveagh,55.051944,-7.94,44.0,ug S m-2 d-1,monthly,EMEP,
16,wetoxs,SE0020R;SE0011R,Hallahus,56.0429,13.148,190.0,ug S m-2 d-1,monthly,EMEP HELCOM,
17,wetoxs,GB0036R,Harwell,51.573056,-1.316667,137.0,ug S m-2 d-1,monthly,EMEP,
18,wetoxs,FI0092R,Hietajärvi,63.166667,30.716667,175.0,ug S m-2 d-1,monthly,EMEP,
19,wetoxs,NO0056R,Hurdal,60.372386,11.078142,300.0,ug S m-2 d-1,monthly,EMEP NILU,
20,wetoxs,FI0050R,Hyytiälä,61.85,24.283333,181.0,ug S m-2 d-1,monthly,EMEP,
21,wetoxs,AT0002R,Illmitz,47.7666664124,16.7666664124,117.0,ug S m-2 d-1,monthly,EMEP,
22,wetoxs,IS0002R,Irafoss,64.083333,-21.016667,66.0,ug S m-2 d-1,monthly,EMEP;EMEP AMAP CAMP,
23,wetoxs,SI0008R,Iskrba,45.566667,14.866667,521.5,ug S m-2 d-1,monthly,EMEP,
24,wetoxs,IT0004R,Ispra,45.8,8.633333,215.5,ug S m-2 d-1,monthly,EMEP,
