,var,station_id,station_name,latitude,longitude,altitude,unit,freq,framework,matrix
0,concNhno3,GE0001R,Abastumani,41.755053,42.825333,1650.0,ug N m-3,monthly,EMEP,air
1,concNhno3,AM0001R,Amberd,40.38444444,44.260583333,2080.0,ug N m-3,monthly,EMEP,air
2,concNhno3,SE0012R,Aspvreten,58.8,17.383333,20.0,ug N m-3,monthly,EMEP HELCOM,air
3,concNhno3,GB0048R,Auchencorth Moss,55.79216,-3.2429,260.0,ug N m-3,monthly,EMEP;EMEP CAMP;CAMPAIGN EMEP,air
4,concNhno3,GB0091R,Banchory,57.076667,-2.534444,120.0,ug N m-3,monthly,CAMP EMEP,air
5,concNhno3,CH0053R,Beromünster,47.18961391,8.175433684,797.0,ug N m-3,monthly,EMEP,air
6,concNhno3,NO0002R;NO0001R,Birkenes II,58.38853,8.252,219.0,ug N m-3,monthly,CAMP EMEP NILU;CAMP EMEP GAW-WDCA NILU,air
7,concNhno3,SE0005R,Bredkälen,63.85,15.333333,404.0,ug N m-3,monthly,AMAP EMEP,air
8,concNhno3,NL0011R,Cabauw Zijdeweg,51.970278,4.926389,1.0,ug N m-3,monthly,CAMPAIGN EMEP,air
9,concNhno3,GB1055R,Chilbolton Observatory,51.149617,-1.438228,78.0,ug N m-3,monthly,EMEP,air
10,concNhno3,SK0002R,Chopok,48.933333,19.583333,2008.0,ug N m-3,monthly,EMEP,air
11,concNhno3,TR0001R,Cubuk II,40.5,33.0,1169.0,ug N m-3,monthly,EMEP,air
12,concNhno3,PL0005R,Diabla Gora,54.15,22.066667,159.45,ug N m-3,monthly,EMEP,air
13,concNhno3,HU0003R,Farkasfa,46.91,16.32,314.0,ug N m-3,monthly,EMEP,air
14,concNhno3,GB0016R,Glen Dye,56.9675,-2.588889,85.0,ug N m-3,monthly,CAMP EMEP,air
15,concNhno3,GB0054R,Glen Saugh,56.907222,-2.559167,85.0,ug N m-3,monthly,CAMP EMEP,air
16,concNhno3,SE0020R;SE0011R,Hallahus,56.0429,13.148,190.0,ug N m-3,monthly,EMEP HELCOM,air
17,concNhno3,GB0036R,Harwell,51.573056,-1.316667,137.0,ug N m-3,monthly,EMEP;EMEP CAMP;CAMPAIGN EMEP,air
18,concNhno3,GB0014R,High Muffles,54.334444,-0.8075,267.0,ug N m-3,monthly,CAMP EMEP,air
