,var,station_id,station_name,latitude,longitude,altitude,unit,freq,framework,matrix
0,concpm25,CY0002R,Agia Marina Xyliatou ; Cyprus Atmospheric Observatory,35.0381,33.0578,523.0,ug m-3,monthly,EMEP,pm25
1,concpm25,GR0001R,Aliartos,38.366667,23.083333,110.0,ug m-3,monthly,EMEP,pm25
2,concpm25,SE0012R,Aspvreten,58.8,17.383333,20.0,ug m-3,monthly,EMEP,pm25
3,concpm25,GB0048R,Auchencorth Moss,55.79216,-3.2429,260.0,ug m-3,monthly,EMEP;CAMP EMEP;EMEP CAMP,pm25
4,concpm25,ES0011R,Barcarrota,38.47278,-6.92361,393.0,ug m-3,monthly,EMEP,pm25
5,concpm25,NL0008R,Bilthoven,52.116667,5.2,5.0,ug m-3,monthly,EMEP,pm25
6,concpm25,NO0002R;NO0001R,Birkenes II,58.38853,8.252,219.0,ug m-3,monthly,NILU EMEP_preliminary;EMEP NILU;CAMP EMEP NILU,pm25
7,concpm25,SE0005R,Bredkälen,63.85,15.333333,404.0,ug m-3,monthly,EMEP,pm25
8,concpm25,NL0644R,Cabauw Wielsekade,51.974444,4.923611,3.0,ug m-3,monthly,EMEP,pm25
9,concpm25,NL0011R,Cabauw Zijdeweg,51.970278,4.926389,1.0,ug m-3,monthly,EMEP,pm25
10,concpm25,ES0010R,Cabo de Creus,42.31917,3.31583,76.0,ug m-3,monthly,EMEP,pm25
11,concpm25,ES0009R,Campisabalos,41.27417,-3.1425,1360.0,ug m-3,monthly,EMEP,pm25
12,concpm25,CH0004R,Chaumont,47.049722,6.979444,1137.0,ug m-3,monthly,EMEP,pm25
13,concpm25,GB1055R,Chilbolton Observatory,51.149617,-1.438228,78.0,ug m-3,monthly,EMEP,pm25
14,concpm25,NL0091R,De Zilk,52.3,4.5,6.0,ug m-3,monthly,EMEP,pm25
15,concpm25,DE0004R,Deuselbach,49.764722,7.051944,480.0,ug m-3,monthly,EMEP,pm25
16,concpm25,PL0005R,Diabla Gora,54.15,22.066667,159.0,ug m-3,monthly,EMEP,pm25
17,concpm25,FR0008R,Donon,48.5,7.133333,775.0,ug m-3,monthly,EMEP,pm25
18,concpm25,ES0014R,Els Torms,41.39389,0.73472,470.0,ug m-3,monthly,EMEP,pm25
19,concpm25,HU0003R,Farkasfa,46.91,16.32,315.0,ug m-3,monthly,EMEP,pm25
20,concpm25,FR0024R,Guipry,47.831888889,-1.836333333,29.45,ug m-3,monthly,EMEP,pm25
21,concpm25,SE0011R,Hallahus,56.016667,13.15,175.0,ug m-3,monthly,EMEP,pm25
22,concpm25,GB0036R,Harwell,51.573056,-1.316667,137.0,ug m-3,monthly,EMEP;EMEP CAMP,pm25
23,concpm25,NO0056R,Hurdal,60.372386,11.078142,300.0,ug m-3,monthly,NILU EMEP_preliminary;EMEP NILU,pm25
24,concpm25,FI0050R,Hyytiälä,61.85,24.283333,186.7,ug m-3,monthly,GAW-WDCA EMEP;EMEP GAW-WDCA;EMEP EUSAAR GAW-WDCA,pm25
25,concpm25,AT0002R,Illmitz,47.7666664124,16.7666664124,117.0,ug m-3,monthly,EMEP,pm25
26,concpm25,SI0008R,Iskrba,45.566667,14.866667,525.0,ug m-3,monthly,EMEP,pm25
