,var,station_id,station_name,latitude,longitude,altitude,unit,freq,framework,matrix
0,wetoxn,DK0008R,Anholt,56.716667,11.516667,40.0,ug N m-2 d-1,monthly,EMEP HELCOM,
1,wetoxn,SE0012R,Aspvreten,58.8,17.383333,20.0,ug N m-2 d-1,monthly,EMEP HELCOM,
2,wetoxn,GB0048R,Auchencorth Moss,55.79216,-3.2429,260.0,ug N m-2 d-1,monthly,EMEP,
3,wetoxn,ES0011R,Barcarrota,38.47278,-6.92361,393.0,ug N m-2 d-1,monthly,EMEP,
4,wetoxn,PT0001R,Braganca,41.816667,-6.766667,690.0,ug N m-2 d-1,monthly,EMEP,
5,wetoxn,ES0010R,Cabo de Creus,42.31917,3.31583,76.0,ug N m-2 d-1,monthly,EMEP,
6,wetoxn,GB1055R,Chilbolton Observatory,51.149617,-1.438228,78.0,ug N m-2 d-1,monthly,EMEP,
7,wetoxn,RU0018R,Danki,54.9,37.8,150.0,ug N m-2 d-1,monthly,EMEP,
8,wetoxn,DE0004R,Deuselbach,49.764722,7.051944,480.0,ug N m-2 d-1,monthly,EMEP,
9,wetoxn,PL0005R,Diabla Gora,54.15,22.066667,158.5,ug N m-2 d-1,monthly,EMEP,
10,wetoxn,FR0008R,Donon,48.5,7.133333,775.0,ug N m-2 d-1,monthly,EMEP,
11,wetoxn,ES0014R,Els Torms,41.39389,0.73472,470.0,ug N m-2 d-1,monthly,EMEP,
12,wetoxn,GB0002R,Eskdalemuir,55.313056,-3.204167,243.0,ug N m-2 d-1,monthly,EMEP;EMEP CAMP,
13,wetoxn,HU0003R,Farkasfa,46.91,16.32,313.0,ug N m-2 d-1,monthly,EMEP,
14,wetoxn,IE0007R,Glenveagh,55.051944,-7.94,44.0,ug N m-2 d-1,monthly,EMEP,
15,wetoxn,SE0020R;SE0011R,Hallahus,56.0429,13.148,190.0,ug N m-2 d-1,monthly,EMEP HELCOM,
16,wetoxn,GB0036R,Harwell,51.573056,-1.316667,137.0,ug N m-2 d-1,monthly,EMEP,
17,wetoxn,FI0092R,Hietajärvi,63.166667,30.716667,175.0,ug N m-2 d-1,monthly,EMEP,
18,wetoxn,NO0056R,Hurdal,60.372386,11.078142,300.0,ug N m-2 d-1,monthly,EMEP NILU,
19,wetoxn,FI0050R,Hyytiälä,61.85,24.283333,181.0,ug N m-2 d-1,monthly,EMEP,
20,wetoxn,AT0002R,Illmitz,47.7666664124,16.7666664124,117.0,ug N m-2 d-1,monthly,EMEP,
21,wetoxn,IS0002R,Irafoss,64.083333,-21.016667,66.0,ug N m-2 d-1,monthly,EMEP,
22,wetoxn,SI0008R,Iskrba,45.566667,14.866667,521.5,ug N m-2 d-1,monthly,EMEP,
23,wetoxn,IT0004R,Ispra,45.8,8.633333,215.5,ug N m-2 d-1,monthly,EMEP,
24,wetoxn,RU0001R,Janiskoski,68.933333,28.85,118.0,ug N m-2 d-1,monthly,EMEP AMAP,
25,wetoxn,PL0002R,Jarczew,51.814408,21.972419,180.0,ug N m-2 d-1,monthly,EMEP,
26,wetoxn,IE0009R,Johnstown Castle,52.298889,-6.510833,64.0,ug N m-2 d-1,monthly,EMEP;EMEP CAMP,
27,wetoxn,HU0002R,K-puszta,46.966667,19.583333,128.0,ug N m-2 d-1,monthly,EMEP,
28,wetoxn,RS0005R,Kamenicki vis,43.4,21.95,813.0,ug N m-2 d-1,monthly,EMEP,
29,wetoxn,NL0009R,Kollumerwaard,53.333889,6.277222,1.0,ug N m-2 d-1,monthly,EMEP,
30,wetoxn,CZ0003R,Kosetice (NOAK),49.573394,15.080278,535.0,ug N m-2 d-1,monthly,EMEP,
31,wetoxn,FR0018R,La Coulonche,48.633333,-0.45,309.0,ug N m-2 d-1,monthly,EMEP,
32,wetoxn,FR0003R,La Crouzille,46.133333,1.383333,497.0,ug N m-2 d-1,monthly,EMEP,
33,wetoxn,FR0005R,La Hague,49.616667,-1.833333,133.0,ug N m-2 d-1,monthly,EMEP,
34,wetoxn,FR0015R,La Tardière,46.65,-0.75,133.0,ug N m-2 d-1,monthly,EMEP,
35,wetoxn,EE0009R,Lahemaa,59.5,25.9,32.0,ug N m-2 d-1,monthly,EMEP,
36,wetoxn,PL0004R,Leba,54.753894,17.534264,3.35,ug N m-2 d-1,monthly,EMEP,
37,wetoxn,MD0013R,Leova II,46.4884,28.2835,166.0,ug N m-2 d-1,monthly,EMEP,
