,var,station_id,station_name,latitude,longitude,altitude,unit,freq,framework,matrix
0,concNtnh,DK0008R,Anholt,56.716667,11.516667,40.0,ug N m-3,monthly,EMEP,air+aerosol
1,concNtnh,SE0012R,Aspvreten,58.8,17.383333,20.0,ug N m-3,monthly,EMEP HELCOM,air+aerosol
2,concNtnh,ES0011R,Barcarrota,38.47278,-6.92361,393.0,ug N m-3,monthly,EMEP,air+aerosol
3,concNtnh,ES0010R,Cabo de Creus,42.31917,3.31583,76.0,ug N m-3,monthly,EMEP,air+aerosol
4,concNtnh,DE0004R,Deuselbach,49.764722,7.051944,480.0,ug N m-3,monthly,EMEP,air+aerosol
5,concNtnh,PL0005R,Diabla Gora,54.15,22.066667,159.45,ug N m-3,monthly,EMEP,air+aerosol
6,concNtnh,ES0017R,Doñana,37.05194,-6.55528,35.0,ug N m-3,monthly,EMEP,air+aerosol
7,concNtnh,ES0014R,Els Torms,41.39389,0.73472,470.0,ug N m-3,monthly,EMEP,air+aerosol
8,concNtnh,GB0002R,Eskdalemuir,55.313056,-3.204167,243.0,ug N m-3,monthly,EMEP,air+aerosol
9,concNtnh,HU0003R,Farkasfa,46.91,16.32,314.0,ug N m-3,monthly,EMEP,air+aerosol
10,concNtnh,SE0020R;SE0011R,Hallahus,56.0429,13.148,190.0,ug N m-3,monthly,EMEP HELCOM,air+aerosol
11,concNtnh,NO0056R,Hurdal,60.372386,11.078142,300.0,ug N m-3,monthly,EMEP NILU,air+aerosol
12,concNtnh,FI0050R,Hyytiälä,61.85,24.283333,184.0,ug N m-3,monthly,EMEP,air+aerosol
13,concNtnh,AT0002R,Illmitz,47.7666664124,16.7666664124,117.0,ug N m-3,monthly,EMEP,air+aerosol
14,concNtnh,SI0008R,Iskrba,45.566667,14.866667,520.0,ug N m-3,monthly,EMEP,air+aerosol
15,concNtnh,PL0002R,Jarczew,51.814408,21.972419,182.24,ug N m-3,monthly,EMEP GAW-WDCA,air+aerosol
16,concNtnh,HU0002R,K-puszta,46.966667,19.583333,128.0,ug N m-3,monthly,EMEP,air+aerosol
17,concNtnh,DK0005R,Keldsnor,54.746495,10.73616,10.0,ug N m-3,monthly,EMEP;EMEP HELCOM,air+aerosol
18,concNtnh,CZ0003R,Kosetice (NOAK),49.573394,15.080278,535.0,ug N m-3,monthly,EMEP,air+aerosol
19,concNtnh,FR0015R,La Tardière,46.65,-0.75,133.0,ug N m-3,monthly,EMEP,air+aerosol
20,concNtnh,PL0004R,Leba,54.753894,17.534264,5.0,ug N m-3,monthly,EMEP GAW-WDCA;EMEP HELCOM,air+aerosol
21,concNtnh,MD0013R,Leova II,46.4884,28.2835,166.0,ug N m-3,monthly,EMEP,air+aerosol
22,concNtnh,ES0004R,Logroño,42.457778,-2.503056,445.0,ug N m-3,monthly,EMEP,air+aerosol
23,concNtnh,ES0006R,Mahón,39.87528,4.31639,78.0,ug N m-3,monthly,EMEP,air+aerosol
24,concNtnh,IT0001R,Montelibretti,42.1,12.633333,48.0,ug N m-3,monthly,EMEP,air+aerosol
25,concNtnh,ES1778R,Montseny,41.766667,2.35,700.0,ug N m-3,monthly,EMEP,air+aerosol
26,concNtnh,DE0007R,Neuglobsow,53.166667,13.033333,65.5,ug N m-3,monthly,EMEP,air+aerosol
27,concNtnh,SE0022R,Norunda Stenen,60.0858,17.50528,45.0,ug N m-3,monthly,EMEP HELCOM,air+aerosol
28,concNtnh,ES0016R,O Saviñao,42.63472,-7.70472,506.0,ug N m-3,monthly,EMEP,air+aerosol
29,concNtnh,NO0041R,Osen,61.25,11.783333,440.0,ug N m-3,monthly,EMEP NILU,air+aerosol
30,concNtnh,FI0022R,Oulanka,66.320278,29.401667,310.0,ug N m-3,monthly,EMEP;EMEP AMAP,air+aerosol
31,concNtnh,FI0036R,Pallas (Matorova),68.0,24.237222222,340.0,ug N m-3,monthly,EMEP,air+aerosol
32,concNtnh,CH0002R,Payerne,46.813056,6.944722,489.0,ug N m-3,monthly,EMEP,air+aerosol
33,concNtnh,ES0013R,Penausende,41.23889,-5.8975,985.0,ug N m-3,monthly,EMEP,air+aerosol
34,concNtnh,FR0013R,Peyrusse Vieille,43.616667,0.183333,200.0,ug N m-3,monthly,EMEP,air+aerosol
35,concNtnh,LT0015R,Preila,55.3761111111,21.0305555556,7.0,ug N m-3,monthly,EMEP;EMEP HELCOM,air+aerosol
36,concNtnh,FR0009R,Revin,49.9,4.633333,390.0,ug N m-3,monthly,EMEP,air+aerosol
37,concNtnh,DK0012R,Risoe,55.693588,12.085797,3.0,ug N m-3,monthly,EMEP,air+aerosol
38,concNtnh,ES0003R,Roquetas,40.820556,0.491389,44.0,ug N m-3,monthly,EMEP,air+aerosol
39,concNtnh,LV0010R,Rucava,56.161944,21.173056,19.8,ug N m-3,monthly,EMEP GAW-WDCA;EMEP HELCOM,air+aerosol
40,concNtnh,ES0001R,San Pablo de los Montes,39.54694,-4.35056,917.0,ug N m-3,monthly,EMEP,air+aerosol
41,concNtnh,NO0008R,Skreådalen,58.816667,6.716667,475.0,ug N m-3,monthly,EMEP NILU,air+aerosol
42,concNtnh,SK0006R,Starina,49.05,22.266667,345.0,ug N m-3,monthly,EMEP,air+aerosol
43,concNtnh,CZ0001R,Svratouch,49.735084444,16.034196944,735.0,ug N m-3,monthly,EMEP,air+aerosol
44,concNtnh,DK0003R,Tange,56.35,9.6,13.0,ug N m-3,monthly,EMEP,air+aerosol
45,concNtnh,NO0015R,Tustervatn,65.833333,13.916667,439.0,ug N m-3,monthly,EMEP NILU,air+aerosol
46,concNtnh,DK0031R,Ulborg,56.290424,8.427486,10.0,ug N m-3,monthly,EMEP,air+aerosol
47,concNtnh,FI0009R,Utö,59.779167,21.377222,7.0,ug N m-3,monthly,EMEP;EMEP HELCOM;EMEP_preliminary HELCOM,air+aerosol
48,concNtnh,IE0001R,Valentia Observatory,51.939722,-10.244444,13.0,ug N m-3,monthly,EMEP CAMP,air+aerosol
49,concNtnh,FI0018R;FI0017R,Virolahti III,60.53002,27.66754,4.0,ug N m-3,monthly,EMEP;EMEP_preliminary HELCOM;EMEP HELCOM,air+aerosol
50,concNtnh,DE0002R,Waldhof,52.802222,10.759444,77.8,ug N m-3,monthly,EMEP,air+aerosol
51,concNtnh,DE0001R,Westerland,54.925556,8.309722,12.0,ug N m-3,monthly,EMEP,air+aerosol
52,concNtnh,ES0012R,Zarra,39.08278,-1.10111,885.0,ug N m-3,monthly,EMEP,air+aerosol
53,concNtnh,DE0009R,Zingst,54.4368,12.7249,1.0,ug N m-3,monthly,EMEP;EMEP HELCOM,air+aerosol
54,concNtnh,LV0016R,Zoseni,57.135278,25.905556,188.0,ug N m-3,monthly,EMEP;EMEP HELCOM,air+aerosol
55,concNtnh,FI0037R,Ähtäri II,62.583333,24.183333,180.0,ug N m-3,monthly,EMEP,air+aerosol
