,var,station_id,station_name,latitude,longitude,altitude,unit,freq,framework,matrix
0,concso4,CY0002R,Agia Marina Xyliatou ; Cyprus Atmospheric Observatory,35.0381,33.0578,523.0,ug m-3,monthly,EMEP,pm10;pm25
1,concso4,GR0001R,Aliartos,38.366667,23.083333,110.0,ug m-3,monthly,EMEP,aerosol
2,concso4,DK0008R,Anholt,56.716667,11.516667,40.0,ug m-3,monthly,EMEP,aerosol
3,concso4,SE0012R,Aspvreten,58.8,17.383333,20.0,ug m-3,monthly,EMEP HELCOM,aerosol
4,concso4,GB0048R,Auchencorth Moss,55.79216,-3.2429,260.0,ug m-3,monthly,EMEP;EMEP CAMP,pm10
5,concso4,ES0011R,Barcarrota,38.47278,-6.92361,393.0,ug m-3,monthly,EMEP,pm10;aerosol
6,concso4,GB0007R,Barcombe Mills,50.866667,-0.033056,8.0,ug m-3,monthly,EMEP,aerosol
7,concso4,NL0008R,Bilthoven,52.116667,5.2,5.0,ug m-3,monthly,EMEP,aerosol
8,concso4,KZ0001R,Borovoe,53.002376,70.610526,334.0,ug m-3,monthly,EMEP,pm10
9,concso4,NL0011R,Cabauw Zijdeweg,51.970278,4.926389,1.0,ug m-3,monthly,EMEP,pm10
10,concso4,ES0010R,Cabo de Creus,42.31917,3.31583,76.0,ug m-3,monthly,EMEP,pm10;aerosol
11,concso4,IE0008R,Carnsore Point,52.178074,-6.364524,13.0,ug m-3,monthly,EMEP,aerosol
12,concso4,GB1055R,Chilbolton Observatory,51.149617,-1.438228,78.0,ug m-3,monthly,EMEP,pm10
13,concso4,RU0018R,Danki,54.9,37.8,150.0,ug m-3,monthly,EMEP,aerosol
14,concso4,NL0091R,De Zilk,52.3,4.5,4.0,ug m-3,monthly,EMEP,aerosol
15,concso4,DE0004R,Deuselbach,49.764722,7.051944,480.0,ug m-3,monthly,EMEP,aerosol
16,concso4,PL0005R,Diabla Gora,54.15,22.066667,159.45,ug m-3,monthly,EMEP,aerosol;pm25
17,concso4,FR0008R,Donon,48.5,7.133333,775.0,ug m-3,monthly,EMEP,pm25;aerosol
18,concso4,ES0017R,Doñana,37.05194,-6.55528,35.0,ug m-3,monthly,EMEP,pm10
19,concso4,ES0014R,Els Torms,41.39389,0.73472,470.0,ug m-3,monthly,EMEP,pm25;pm10;aerosol
20,concso4,GB0002R,Eskdalemuir,55.313056,-3.204167,243.0,ug m-3,monthly,EMEP,aerosol
