time,concCecpm25
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,0.07567743957042694
2001-03-15,0.1262775957584381
2001-04-15,0.09402298182249069
2001-05-15,0.07229550927877426
2001-06-15,0.04594222456216812
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,0.05329342186450958
2001-12-15,0.12084557116031647
2002-01-15,0.13070036470890045
2002-02-15,0.07223766297101974
2002-03-15,0.08794056624174118
2002-04-15,0.207481250166893
2002-05-15,0.09301064908504486
2002-06-15,0.0659804567694664
2002-07-15,0.07228774577379227
2002-08-15,0.09456370770931244
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,0.09512732177972794
2003-02-15,0.22454611957073212
2003-03-15,0.2050406038761139
2003-04-15,0.12576839327812195
2003-05-15,0.08602722734212875
2003-06-15,0.07003837078809738
2003-07-15,0.07956050336360931
2003-08-15,0.08010188490152359
2003-09-15,0.07253961265087128
2003-10-15,0.08503761142492294
2003-11-15,0.17486552894115448
2003-12-15,0.11965202540159225
2004-01-15,0.12940764427185059
2004-02-15,0.0886833444237709
2004-03-15,0.08946142345666885
2004-04-15,0.13613831996917725
2004-05-15,0.06728129088878632
2004-06-15,0.04812173172831535
2004-07-15,0.046248044818639755
2004-08-15,0.09822018444538116
2004-09-15,0.08283646404743195
2004-10-15,0.07942332327365875
2004-11-15,0.07875232398509979
2004-12-15,0.09113837033510208
2005-01-15,0.07444271445274353
2005-02-15,
2005-03-15,0.11880174279212952
2005-04-15,0.12107797712087631
2005-05-15,0.08817948400974274
2005-06-15,0.06874340027570724
2005-07-15,0.06397712975740433
2005-08-15,0.06605412065982819
2005-09-15,0.12195232510566711
2005-10-15,0.18885202705860138
2005-11-15,0.09467563033103943
2005-12-15,0.0799340009689331
2006-01-15,0.18129007518291473
2006-02-15,
2006-03-15,0.10064487159252167
2006-04-15,0.07880966365337372
2006-05-15,0.10860354453325272
2006-06-15,0.0837768018245697
2006-07-15,0.09746144711971283
2006-08-15,0.06046748906373978
2006-09-15,0.15604571998119354
2006-10-15,0.0801083892583847
2006-11-15,0.06269022077322006
2006-12-15,0.08251471072435379
2007-01-15,0.063217893242836
2007-02-15,0.09083667397499084
2007-03-15,0.1185903251171112
2007-04-15,0.11850844323635101
2007-05-15,0.06099845468997955
2007-06-15,0.05836033821105957
2007-07-15,0.04337206110358238
2007-08-15,0.08893845975399017
2007-09-15,0.04620742425322533
2007-10-15,0.10679668188095093
2007-11-15,0.09139890968799591
2007-12-15,0.11434853821992874
2008-01-15,0.07590362429618835
2008-02-15,0.12201924622058868
2008-03-15,0.06600244343280792
2008-04-15,0.10012992471456528
2008-05-15,0.07242187857627869
2008-06-15,0.04883647710084915
2008-07-15,0.05272741988301277
2008-08-15,0.06341125071048737
2008-09-15,0.06751267611980438
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,0.10246183723211288
2009-02-15,0.1044326201081276
2009-03-15,0.08334597945213318
2009-04-15,0.13401417434215546
2009-05-15,0.06699686497449875
2009-06-15,0.04790729656815529
2009-07-15,0.06354404985904694
2009-08-15,0.07807150483131409
2009-09-15,0.05404413118958473
2009-10-15,0.06580088287591934
2009-11-15,0.09267892688512802
2009-12-15,0.11103419214487076
2010-01-15,0.1031375601887703
2010-02-15,0.13715927302837372
2010-03-15,0.09398344904184341
2010-04-15,0.0875735729932785
2010-05-15,0.05742287263274193
2010-06-15,0.05267037823796272
2010-07-15,0.08246193081140518
2010-08-15,0.04957960546016693
2010-09-15,0.06458648294210434
2010-10-15,0.08889243006706238
2010-11-15,0.08244402706623077
2010-12-15,0.1110396757721901
2011-01-15,0.09512176364660263
2011-02-15,0.12075793743133545
2011-03-15,0.07334066927433014
2011-04-15,0.10145962983369827
2011-05-15,0.06480271369218826
2011-06-15,0.04811850190162659
2011-07-15,0.05346743389964104
2011-08-15,0.05245304852724075
2011-09-15,0.06589014828205109
2011-10-15,0.12613798677921295
2011-11-15,0.1925525665283203
2011-12-15,0.05104061961174011
2012-01-15,0.08097286522388458
2012-02-15,0.08052534610033035
2012-03-15,0.07494040578603745
2012-04-15,0.06254269182682037
2012-05-15,
2012-06-15,0.04200710356235504
2012-07-15,0.0525699108839035
2012-08-15,0.061498284339904785
2012-09-15,0.04315502196550369
2012-10-15,0.05491424724459648
2012-11-15,0.09612365067005157
2012-12-15,0.08799497783184052
2013-01-15,0.10080339014530182
2013-02-15,0.0983385220170021
2013-03-15,0.07908623665571213
2013-04-15,0.06689907610416412
2013-05-15,0.05733085051178932
2013-06-15,0.03510628268122673
2013-07-15,0.046952396631240845
2013-08-15,0.05188716948032379
2013-09-15,0.05795278400182724
2013-10-15,0.06760691106319427
2013-11-15,0.05205819755792618
2013-12-15,0.06751062721014023
2014-01-15,0.058223970234394073
2014-02-15,0.09259490668773651
2014-03-15,0.10018410533666611
2014-04-15,0.06005481630563736
2014-05-15,0.0481671541929245
2014-06-15,0.034640222787857056
2014-07-15,0.05114088952541351
2014-08-15,0.03497633710503578
2014-09-15,0.05873760208487511
2014-10-15,0.06455560028553009
2014-11-15,0.07664916664361954
2014-12-15,0.05856248363852501
2015-01-15,0.04083181172609329
2015-02-15,0.09474065154790878
2015-03-15,0.058842822909355164
2015-04-15,0.043965019285678864
2015-05-15,0.03485584259033203
2015-06-15,0.025651756674051285
2015-07-15,0.03704359382390976
2015-08-15,
2015-09-15,0.0505966916680336
2015-10-15,0.07098174840211868
2015-11-15,0.0816740170121193
2015-12-15,0.0527782067656517
2016-01-15,0.08423666656017303
2016-02-15,0.048230525106191635
2016-03-15,0.07376445829868317
2016-04-15,0.05367053300142288
2016-05-15,0.04776158928871155
2016-06-15,0.037396132946014404
2016-07-15,0.031045828014612198
2016-08-15,0.03164880722761154
2016-09-15,0.08034013211727142
2016-10-15,0.048478130251169205
2016-11-15,0.049355097115039825
2016-12-15,0.061509501188993454
2017-01-15,0.07524669170379639
2017-02-15,0.09050436317920685
2017-03-15,0.03901222348213196
2017-04-15,0.043961405754089355
2017-05-15,0.0435565747320652
2017-06-15,0.017503973096609116
2017-07-15,0.027374673634767532
2017-08-15,0.03131050616502762
2017-09-15,0.040080852806568146
2017-10-15,0.04189878702163696
2017-11-15,0.041647933423519135
2017-12-15,0.04624003544449806
2018-01-15,0.06423066556453705
2018-02-15,0.08214478194713593
2018-03-15,0.06207238882780075
2018-04-15,0.07727450132369995
2018-05-15,0.07017842680215836
2018-06-15,0.03852345421910286
2018-07-15,0.04945198446512222
2018-08-15,0.034658581018447876
2018-09-15,0.0348430834710598
2018-10-15,0.05664650350809097
2018-11-15,0.10633283853530884
2018-12-15,0.05980584770441055
2019-01-15,0.06744947284460068
2019-02-15,0.08674995601177216
